thisN,thisTrialN,thisRepN,conditions_practice,ISI_practice,keyPractice.keys,keyPractice.rt,keyPractice.duration,condition,interstim_interval,key_resp.keys,key_resp.rt,key_resp.duration,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,groupMotionDemo.thisRepN,groupMotionDemo.thisTrialN,groupMotionDemo.thisN,groupMotionDemo.thisIndex,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,thisRow.t,notes,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,InstructionScreen.stopped,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,direction,exampleFrame1.started,ternusExampleLeft.started,ternusExampleMiddle.started,ternusExampleRight.started,FixationCrossExample.started,ternusExampleLeft.stopped,ternusExampleMiddle.stopped,ternusExampleRight.stopped,FixationCrossExample.stopped,exampleFrame1.stopped,exampleFrame2.started,ternusExampleLeft_2.started,ternusExampleMiddle_2.started,ternusExampleRight_2.started,FixationCrossExample_2.started,ternusExampleLeft_2.stopped,ternusExampleMiddle_2.stopped,ternusExampleRight_2.stopped,FixationCrossExample_2.stopped,exampleFrame2.stopped,blank800.started,FixationCrossBlank800.started,blank800.stopped,FixationCrossBlank800.stopped,elementMotionExplained.started,textElementMotion.started,keyElementMotionExplained.started,elementMotionExplained.stopped,keyElementMotionExplained.keys,keyElementMotionExplained.rt,keyElementMotionExplained.duration,blank160.started,FixationCrossBlank160.started,FixationCrossBlank160.stopped,blank160.stopped,groupMotionExplained.started,textGroupMotion.started,keyGroupMotionExplained.started,groupMotionExplained.stopped,keyGroupMotionExplained.keys,keyGroupMotionExplained.rt,keyGroupMotionExplained.duration,causalColor,practiceFrame1.started,ternusObjLeftPrac.started,ternusObjMiddlePrac.started,ternusObjRightPrac.started,FixationCrossPrac.started,portalLeftPrac.started,portalRightPrac.started,BarrierPrac.started,ternusObjLeftPrac.stopped,ternusObjMiddlePrac.stopped,ternusObjRightPrac.stopped,FixationCrossPrac.stopped,portalLeftPrac.stopped,portalRightPrac.stopped,BarrierPrac.stopped,practiceFrame1.stopped,blankISI_Practice.started,FixationCrossBlankPractice.started,FixationCrossBlankPractice.stopped,blankISI_Practice.stopped,practiceFrame2.started,ternusObjLeftPrac_2.started,ternusObjMiddlePrac_2.started,ternusObjRightPrac_2.started,FixationCrossPrac_2.started,portalLeftPrac_2.started,portalRightPrac_2.started,BarrierPrac_2.started,keyPractice.started,ternusObjLeftPrac_2.stopped,ternusObjMiddlePrac_2.stopped,ternusObjRightPrac_2.stopped,portalLeftPrac_2.stopped,portalRightPrac_2.stopped,BarrierPrac_2.stopped,practiceFrame2.stopped,practiceLoop.keyPractice.keys,practiceLoop.keyPractice.rt,practiceLoop.keyPractice.duration,StartScreen.started,textStartMessage.started,keyStart.started,StartScreen.stopped,keyStart.keys,keyStart.rt,keyStart.duration,ternusFrame1.started,ternusObjLeft.started,ternusObjMiddle.started,ternusObjRight.started,FixationCross.started,portalLeft.started,portalRight.started,Barrier.started,ternusObjLeft.stopped,ternusObjMiddle.stopped,ternusObjRight.stopped,FixationCross.stopped,portalLeft.stopped,portalRight.stopped,Barrier.stopped,ternusFrame1.stopped,blankISI.started,FixationCrossBlank.started,FixationCrossBlank.stopped,blankISI.stopped,ternusFrame2.started,ternusObjLeft_2.started,ternusObjMiddle_2.started,ternusObjRight_2.started,FixationCross_2.started,portalLeft_2.started,portalRight_2.started,Barrier_2.started,key_resp.started,ternusObjLeft_2.stopped,ternusObjMiddle_2.stopped,ternusObjRight_2.stopped,portalLeft_2.stopped,portalRight_2.stopped,Barrier_2.stopped,ternusFrame2.stopped,trialLoop.key_resp.keys,trialLoop.key_resp.rt,trialLoop.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.05352859996492,26.063100499974098,26.552850599982776,30.818535599973984,space,4.260659699968528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
0,0,0,Barrier,0.02,f,0.5608907000278123,None,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,30.835451899969485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.408734299999196,33.41849559999537,34.20728999999119,34.21913019998465,,,,,,,,,,,,,,,,,,,#E41A1C,30.828814599954057,30.835451899969485,30.835451899969485,30.835451899969485,30.835451899969485,30.835451899969485,30.835451899969485,30.835451899969485,31.829519999970216,31.829519999970216,31.829519999970216,31.829519999970216,31.829519999970216,31.829519999970216,31.829519999970216,31.81871629995294,31.81875409994973,31.829519999970216,31.85338689998025,31.8425195000018,31.846650999970734,31.85338689998025,31.85338689998025,31.85338689998025,31.85338689998025,31.85338689998025,31.85338689998025,31.85338689998025,32.84034899994731,32.85262799996417,32.85262799996417,32.85262799996417,32.85262799996417,32.85262799996417,32.85262799996417,33.408609899983276,f,0.5608907000278123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
1,1,0,Barrier,0.08,j,0.3003305000020191,None,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,34.21913019998465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.596624099998735,36.60687419999158,37.39686689997325,,,,,,,,,,,,,,,,,,,,#1B9E77,34.21054959995672,34.21913019998465,34.21913019998465,34.21913019998465,34.21913019998465,34.21913019998465,34.21913019998465,34.21913019998465,35.21805139997741,35.21805139997741,35.21805139997741,35.21805139997741,35.21805139997741,35.21805139997741,35.21805139997741,35.208334199967794,35.20838059997186,35.21805139997741,35.29682759998832,35.2851119999541,35.28865699999733,35.29682759998832,35.29682759998832,35.29682759998832,35.29682759998832,35.29682759998832,35.29682759998832,35.29682759998832,36.28556019999087,36.296272499952465,36.296272499952465,36.296272499952465,36.296272499952465,36.296272499952465,36.296272499952465,36.59652929997537,j,0.3003305000020191,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
2,2,0,Portal,0,f,0.4899349000188522,None,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,37.4079135999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.89629359997343,39.90686889999779,40.6957367999712,40.706690899969544,,,,,,,,,,,,,,,,,,,#377EB8,37.40063999994891,37.4079135999782,37.4079135999782,37.4079135999782,37.4079135999782,37.4079135999782,37.4079135999782,37.4079135999782,38.40677719999803,38.40677719999803,38.40677719999803,38.40677719999803,38.40677719999803,38.40677719999803,38.40677719999803,38.39696349995211,38.397007999999914,38.40677719999803,38.40677719999803,38.39711189997615,38.40037119999761,38.40677719999803,38.40677719999803,38.40677719999803,38.40677719999803,38.40677719999803,38.40677719999803,38.40677719999803,39.396160499949474,39.40670829999726,39.40670829999726,39.40670829999726,39.40670829999726,39.40670829999726,39.40670829999726,39.896227599994745,f,0.4899349000188522,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
3,3,0,Portal,0.02,f,2.108370499976445,None,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,40.706690899969544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.82902689999901,44.84087419998832,45.6303620999679,,,,,,,,,,,,,,,,,,,,#F781BF,40.69901219999883,40.706690899969544,40.706690899969544,40.706690899969544,40.706690899969544,40.706690899969544,40.706690899969544,40.706690899969544,41.707163999963086,41.707163999963086,41.707163999963086,41.707163999963086,41.707163999963086,41.707163999963086,41.707163999963086,41.696682399953716,41.6967284999555,41.707163999963086,41.72957359999418,41.71889859996736,41.72280019999016,41.72957359999418,41.72957359999418,41.72957359999418,41.72957359999418,41.72957359999418,41.72957359999418,41.72957359999418,42.71888099994976,42.72978739999235,42.72978739999235,42.72978739999235,42.72978739999235,42.72978739999235,42.72978739999235,44.82896489999257,f,2.108370499976445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
4,4,0,Portal,0.16,f,1.245101100008469,None,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,45.64405599999009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.04164339997806,49.05097919999389,49.83965159999207,49.850568099995144,,,,,,,,,,,,,,,,,,,#984EA3,45.63477119995514,45.64405599999009,45.64405599999009,45.64405599999009,45.64405599999009,45.64405599999009,45.64405599999009,45.64405599999009,46.64060399995651,46.64060399995651,46.64060399995651,46.64060399995651,46.64060399995651,46.64060399995651,46.64060399995651,46.62968409998575,46.629732899949886,46.64060399995651,46.796129899972584,46.78453369997442,46.78809689998161,46.796129899972584,46.796129899972584,46.796129899972584,46.796129899972584,46.796129899972584,46.796129899972584,46.796129899972584,47.78516179998405,47.795158999972045,47.795158999972045,47.795158999972045,47.795158999972045,47.795158999972045,47.795158999972045,49.04157739999937,f,1.245101100008469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
5,5,0,Standard,0.02,j,1.578130499983672,None,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,49.850568099995144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45106599997962,53.46222609997494,54.250581899948884,54.26201730000321,,,,,,,,,,,,,,,,,,,#1B9E77,49.84312269999646,49.850568099995144,49.850568099995144,49.850568099995144,49.850568099995144,49.850568099995144,49.850568099995144,49.850568099995144,50.8505382000003,50.8505382000003,50.8505382000003,50.8505382000003,50.8505382000003,50.8505382000003,50.8505382000003,50.840412299963646,50.84044759999961,50.8505382000003,50.873762399947736,50.86296479997691,50.86612999998033,50.873762399947736,50.873762399947736,50.873762399947736,50.873762399947736,50.873762399947736,50.873762399947736,50.873762399947736,51.862161899975035,51.8734760999796,51.8734760999796,51.8734760999796,51.8734760999796,51.8734760999796,51.8734760999796,53.45100529998308,j,1.578130499983672,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
6,6,0,Barrier,0,f,0.9972622000495903,None,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,54.26201730000321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.250685499981046,57.26239049999276,58.05129069997929,,,,,,,,,,,,,,,,,,,,#1B9E77,54.25323139998363,54.26201730000321,54.26201730000321,54.26201730000321,54.26201730000321,54.26201730000321,54.26201730000321,54.26201730000321,55.26158639998175,55.26158639998175,55.26158639998175,55.26158639998175,55.26158639998175,55.26158639998175,55.26158639998175,55.251137599989306,55.251182799984235,55.26158639998175,55.26158639998175,55.251333399966825,55.25510429998394,55.26158639998175,55.26158639998175,55.26158639998175,55.26158639998175,55.26158639998175,55.26158639998175,55.26158639998175,56.25104669999564,56.26237599999877,56.26237599999877,56.26237599999877,56.26237599999877,56.26237599999877,56.26237599999877,57.2505978999543,f,0.9972622000495903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
7,7,0,Standard,0,j,0.6896765999845229,None,,,,,,,,,,,,,,0,7,7,8,,,,,,,,,58.06134299997939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.75040540000191,60.76213689998258,61.55109729996184,,,,,,,,,,,,,,,,,,,,#4DAF4A,58.054667499964125,58.06134299997939,58.06134299997939,58.06134299997939,58.06134299997939,58.06134299997939,58.06134299997939,58.06134299997939,59.06175729999086,59.06175729999086,59.06175729999086,59.06175729999086,59.06175729999086,59.06175729999086,59.06175729999086,59.051424699951895,59.05147449998185,59.06175729999086,59.06175729999086,59.051580899977125,59.05446869996376,59.06175729999086,59.06175729999086,59.06175729999086,59.06175729999086,59.06175729999086,59.06175729999086,59.06175729999086,60.05102429998806,60.062112399959005,60.062112399959005,60.062112399959005,60.062112399959005,60.062112399959005,60.062112399959005,60.750341499981005,j,0.6896765999845229,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
8,8,0,Standard,0.16,j,0.6492331000044942,None,,,,,,,,,,,,,,0,8,8,11,,,,,,,,,61.56102689995896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.36130759998923,64.37300459999824,65.16265369998291,,,,,,,,,,,,,,,,,,,,#FF7F00,61.55403349996777,61.56102689995896,61.56102689995896,61.56102689995896,61.56102689995896,61.56102689995896,61.56102689995896,61.56102689995896,62.56194059998961,62.56194059998961,62.56194059998961,62.56194059998961,62.56194059998961,62.56194059998961,62.56194059998961,62.55129549995763,62.55134919995908,62.56194059998961,62.7167220999836,62.705832699954044,62.708852499956265,62.7167220999836,62.7167220999836,62.7167220999836,62.7167220999836,62.7167220999836,62.7167220999836,62.7167220999836,63.70599479996599,63.71810459997505,63.71810459997505,63.71810459997505,63.71810459997505,63.71810459997505,63.71810459997505,64.36124419997213,j,0.6492331000044942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
9,9,0,Barrier,0.16,j,1.2402115000295453,None,,,,,,,,,,,,,,0,9,9,7,,,,,,,,,65.17448079999303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.56208929995773,68.57201289996738,69.36094099999173,69.37189409998246,,,,,,,,,,,,,,,,,,,#E41A1C,65.16616699995939,65.17448079999303,65.17448079999303,65.17448079999303,65.17448079999303,65.17448079999303,65.17448079999303,65.17448079999303,66.17300159996375,66.17300159996375,66.17300159996375,66.17300159996375,66.17300159996375,66.17300159996375,66.17300159996375,66.16182419995312,66.16187349997927,66.17300159996375,66.32950439996785,66.31817479996243,66.32266009994783,66.32950439996785,66.32950439996785,66.32950439996785,66.32950439996785,66.32950439996785,66.32950439996785,66.32950439996785,67.3174620999489,67.32753670000238,67.32753670000238,67.32753670000238,67.32753670000238,67.32753670000238,67.32753670000238,68.56198879994918,j,1.2402115000295453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_21h08.16.592,Teamprojekt,,2025.1.0,84.33011528079332,2026-06-16 21h08.21.297996 +0200,
