thisN,thisTrialN,thisRepN,conditions_practice,ISI_practice,keyPractice.keys,keyPractice.rt,keyPractice.duration,condition,interstim_interval,key_resp.keys,key_resp.rt,key_resp.duration,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,groupMotionDemo.thisRepN,groupMotionDemo.thisTrialN,groupMotionDemo.thisN,groupMotionDemo.thisIndex,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,thisRow.t,notes,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,InstructionScreen.stopped,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,direction,exampleFrame1.started,ternusExampleLeft.started,ternusExampleMiddle.started,ternusExampleRight.started,FixationCrossExample.started,ternusExampleLeft.stopped,ternusExampleMiddle.stopped,ternusExampleRight.stopped,FixationCrossExample.stopped,exampleFrame1.stopped,exampleFrame2.started,ternusExampleLeft_2.started,ternusExampleMiddle_2.started,ternusExampleRight_2.started,FixationCrossExample_2.started,ternusExampleLeft_2.stopped,ternusExampleMiddle_2.stopped,ternusExampleRight_2.stopped,FixationCrossExample_2.stopped,exampleFrame2.stopped,blank800.started,FixationCrossBlank800.started,FixationCrossBlank800.stopped,blank800.stopped,elementMotionExplained.started,textElementMotion.started,keyElementMotionExplained.started,elementMotionExplained.stopped,keyElementMotionExplained.keys,keyElementMotionExplained.rt,keyElementMotionExplained.duration,blank160.started,FixationCrossBlank160.started,FixationCrossBlank160.stopped,blank160.stopped,groupMotionExplained.started,textGroupMotion.started,keyGroupMotionExplained.started,groupMotionExplained.stopped,keyGroupMotionExplained.keys,keyGroupMotionExplained.rt,keyGroupMotionExplained.duration,causalColor,practiceFrame1.started,ternusObjLeftPrac.started,ternusObjMiddlePrac.started,ternusObjRightPrac.started,FixationCrossPrac.started,portalLeftPrac.started,portalRightPrac.started,BarrierPrac.started,ternusObjLeftPrac.stopped,ternusObjMiddlePrac.stopped,ternusObjRightPrac.stopped,FixationCrossPrac.stopped,portalLeftPrac.stopped,portalRightPrac.stopped,BarrierPrac.stopped,practiceFrame1.stopped,blankISI_Practice.started,FixationCrossBlankPractice.started,FixationCrossBlankPractice.stopped,blankISI_Practice.stopped,practiceFrame2.started,ternusObjLeftPrac_2.started,ternusObjMiddlePrac_2.started,ternusObjRightPrac_2.started,FixationCrossPrac_2.started,portalLeftPrac_2.started,portalRightPrac_2.started,BarrierPrac_2.started,keyPractice.started,ternusObjLeftPrac_2.stopped,ternusObjMiddlePrac_2.stopped,ternusObjRightPrac_2.stopped,portalLeftPrac_2.stopped,portalRightPrac_2.stopped,BarrierPrac_2.stopped,practiceFrame2.stopped,practiceLoop.keyPractice.keys,practiceLoop.keyPractice.rt,practiceLoop.keyPractice.duration,StartScreen.started,textStartMessage.started,keyStart.started,StartScreen.stopped,keyStart.keys,keyStart.rt,keyStart.duration,ternusFrame1.started,ternusObjLeft.started,ternusObjMiddle.started,ternusObjRight.started,FixationCross.started,portalLeft.started,portalRight.started,Barrier.started,ternusObjLeft.stopped,ternusObjMiddle.stopped,ternusObjRight.stopped,FixationCross.stopped,portalLeft.stopped,portalRight.stopped,Barrier.stopped,ternusFrame1.stopped,blankISI.started,FixationCrossBlank.started,FixationCrossBlank.stopped,blankISI.stopped,ternusFrame2.started,ternusObjLeft_2.started,ternusObjMiddle_2.started,ternusObjRight_2.started,FixationCross_2.started,portalLeft_2.started,portalRight_2.started,Barrier_2.started,key_resp.started,ternusObjLeft_2.stopped,ternusObjMiddle_2.stopped,ternusObjRight_2.stopped,portalLeft_2.stopped,portalRight_2.stopped,Barrier_2.stopped,ternusFrame2.stopped,trialLoop.key_resp.keys,trialLoop.key_resp.rt,trialLoop.key_resp.duration,blockBreak.started,keyBlockContinue.started,textBlockInstructions.started,blockBreak.stopped,blockLoop.keyBlockContinue.keys,blockLoop.keyBlockContinue.rt,blockLoop.keyBlockContinue.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,9,0,Portal,0,f,0.4030030000139959,None,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,27.551571999967564,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,28.352308099973015,28.362907800008543,29.162623399985023,29.151783899986185,,,,,,,,,,,,,,,,,,,#984EA3,27.54498700000113,27.551571999967564,27.551571999967564,27.551571999967564,27.551571999967564,27.551571999967564,27.551571999967564,27.551571999967564,27.753390999976546,27.753390999976546,27.753390999976546,27.753390999976546,27.753390999976546,27.753390999976546,27.753390999976546,27.741921100008767,27.741978099977132,27.753390999976546,27.753390999976546,27.742089800012764,27.746087300009094,27.753390999976546,27.753390999976546,27.753390999976546,27.753390999976546,27.753390999976546,27.753390999976546,27.753390999976546,27.940553799970075,27.952651500003412,27.952651500003412,27.952651500003412,27.952651500003412,27.952651500003412,27.952651500003412,28.352240499982145,f,0.4030030000139959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
10,10,0,Portal,0.02,j,0.33388940000440925,None,,,,,,,,,,,,,,0,10,10,1,,,,,,,,,29.162623399985023,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,29.919012799975462,29.929570899985265,30.730009099992458,30.71902229997795,,,,,,,,,,,,,,,,,,,#E41A1C,29.154906899959315,29.162623399985023,29.162623399985023,29.162623399985023,29.162623399985023,29.162623399985023,29.162623399985023,29.162623399985023,29.36279679997824,29.36279679997824,29.36279679997824,29.36279679997824,29.36279679997824,29.36279679997824,29.36279679997824,29.352615499985404,29.352652799978387,29.36279679997824,29.384991099999752,29.37510389997624,29.379155399976298,29.384991099999752,29.384991099999752,29.384991099999752,29.384991099999752,29.384991099999752,29.384991099999752,29.384991099999752,29.574757699971087,29.584892000013497,29.584892000013497,29.584892000013497,29.584892000013497,29.584892000013497,29.584892000013497,29.918931899999734,j,0.33388940000440925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
11,11,0,Standard,0.08,f,0.4114737999625504,None,,,,,,,,,,,,,,0,11,11,10,,,,,,,,,30.730009099992458,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,31.618730299989693,31.630053300003055,,32.41927939996822,,,,,,,,,,,,,,,,,,,#4DAF4A,30.7221833000076,30.730009099992458,30.730009099992458,30.730009099992458,30.730009099992458,30.730009099992458,30.730009099992458,30.730009099992458,30.929233199974988,30.929233199974988,30.929233199974988,30.929233199974988,30.929233199974988,30.929233199974988,30.929233199974988,30.919530499959365,30.919590300007258,30.929233199974988,31.0079948999919,30.99705389997689,31.00063989998307,31.0079948999919,31.0079948999919,31.0079948999919,31.0079948999919,31.0079948999919,31.0079948999919,31.0079948999919,31.196982899971772,31.20798810000997,31.20798810000997,31.20798810000997,31.20798810000997,31.20798810000997,31.20798810000997,31.618653499986976,f,0.4114737999625504,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.41950799996266,32.42923889996018,32.91897950001294,34.340690099983476,space,1.4144549999618903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
0,0,0,,,,,,Portal,0,j,0.4909572000033222,None,,,,,,,,,,,,,0,0,0,0,0,0,0,0,34.36021139996592,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,35.25173859996721,35.26297629997134,,36.05231989995809,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.35187000001315,34.36021139996592,34.36021139996592,34.36021139996592,34.36021139996592,34.36021139996592,34.36021139996592,34.36021139996592,34.56520620000083,34.56520620000083,34.56520620000083,34.56520620000083,34.56520620000083,34.56520620000083,34.56520620000083,34.55261899996549,34.55266569997184,34.56520620000083,34.56520620000083,34.55278349999571,34.55632219999097,34.56520620000083,34.56520620000083,34.56520620000083,34.56520620000083,34.56520620000083,34.56520620000083,34.56520620000083,34.752412499976344,34.76318690000335,34.76318690000335,34.76318690000335,34.76318690000335,34.76318690000335,34.76318690000335,35.251634799991734,j,0.4909572000033222,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
1,1,0,,,,,,Barrier,0.02,f,0.12065260001691058,None,,,,,,,,,,,,,0,0,0,0,0,1,1,8,36.06231060001301,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,36.59704999998212,36.607585299992934,37.40777990000788,37.396920099970885,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.05539699998917,36.06231060001301,36.06231060001301,36.06231060001301,36.06231060001301,36.06231060001301,36.06231060001301,36.06231060001301,36.26231660001213,36.26231660001213,36.26231660001213,36.26231660001213,36.26231660001213,36.26231660001213,36.26231660001213,36.252772099978756,36.25282389996573,36.26231660001213,36.28452260000631,36.27461480000056,36.27870550000807,36.28452260000631,36.28452260000631,36.28452260000631,36.28452260000631,36.28452260000631,36.28452260000631,36.28452260000631,36.4744812999852,36.48555869999109,36.48555869999109,36.48555869999109,36.48555869999109,36.48555869999109,36.48555869999109,36.59697929996764,f,0.12065260001691058,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
2,2,0,,,,,,Barrier,0.04,j,0.2707153000519611,None,,,,,,,,,,,,,0,0,0,0,0,2,2,9,37.40777990000788,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,38.11924309999449,38.130138899956364,38.92876709997654,38.91788289998658,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4002063999651,37.40777990000788,37.40777990000788,37.40777990000788,37.40777990000788,37.40777990000788,37.40777990000788,37.40777990000788,37.606693400011864,37.606693400011864,37.606693400011864,37.606693400011864,37.606693400011864,37.606693400011864,37.606693400011864,37.59643709997181,37.59647439996479,37.606693400011864,37.651298599957954,37.6411589999916,37.64493859995855,37.651298599957954,37.651298599957954,37.651298599957954,37.651298599957954,37.651298599957954,37.651298599957954,37.651298599957954,37.84006039996166,37.85207520000404,37.85207520000404,37.85207520000404,37.85207520000404,37.85207520000404,37.85207520000404,38.119141999981366,j,0.2707153000519611,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
3,3,0,,,,,,Barrier,0.08,j,0.07314709998900071,None,,,,,,,,,,,,,0,0,0,0,0,3,3,10,38.92876709997654,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,39.47476529999403,39.484416499966756,40.28536849998636,40.27335839997977,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.92063349997625,38.92876709997654,38.92876709997654,38.92876709997654,38.92876709997654,38.92876709997654,38.92876709997654,38.92876709997654,39.129257199994754,39.129257199994754,39.129257199994754,39.129257199994754,39.129257199994754,39.129257199994754,39.129257199994754,39.118979699967895,39.11902899999404,39.129257199994754,39.207155200012494,39.196463499974925,39.19994839996798,39.207155200012494,39.207155200012494,39.207155200012494,39.207155200012494,39.207155200012494,39.207155200012494,39.207155200012494,39.39601500000572,39.40759119996801,39.40759119996801,39.40759119996801,39.40759119996801,39.40759119996801,39.40759119996801,39.47467049997067,j,0.07314709998900071,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
4,4,0,,,,,,Barrier,0.16,f,1.8265816000057384,None,,,,,,,,,,,,,0,0,0,0,0,4,4,11,40.28536849998636,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,42.66352000000188,42.67415059998166,43.47300569998333,43.46319899999071,,,,,,,,,,,,,,,,,,,#377EB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.27615970000625,40.28536849998636,40.28536849998636,40.28536849998636,40.28536849998636,40.28536849998636,40.28536849998636,40.28536849998636,40.48505560000194,40.48505560000194,40.48505560000194,40.48505560000194,40.48505560000194,40.48505560000194,40.48505560000194,40.473597100004554,40.473632299981546,40.48505560000194,40.64013009995688,40.629163199977484,40.632724899973255,40.64013009995688,40.64013009995688,40.64013009995688,40.64013009995688,40.64013009995688,40.64013009995688,40.64013009995688,40.82874409999931,40.84037739998894,40.84037739998894,40.84037739998894,40.84037739998894,40.84037739998894,40.84037739998894,42.663413600006606,f,1.8265816000057384,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
5,5,0,,,,,,Standard,0.02,j,0.24057650001486763,None,,,,,,,,,,,,,0,0,0,0,0,5,5,14,43.47300569998333,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,44.129814799991436,44.139729399990756,44.939625500002876,44.9288649999653,,,,,,,,,,,,,,,,,,,#377EB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.46629559999565,43.47300569998333,43.47300569998333,43.47300569998333,43.47300569998333,43.47300569998333,43.47300569998333,43.47300569998333,43.67396919999737,43.67396919999737,43.67396919999737,43.67396919999737,43.67396919999737,43.67396919999737,43.67396919999737,43.66321510000853,43.663262499962,43.67396919999737,43.696089899982326,43.685278499964625,43.68838629999664,43.696089899982326,43.696089899982326,43.696089899982326,43.696089899982326,43.696089899982326,43.696089899982326,43.696089899982326,43.88408559997333,43.89645140001085,43.89645140001085,43.89645140001085,43.89645140001085,43.89645140001085,43.89645140001085,44.129744399979245,j,0.24057650001486763,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
6,6,0,,,,,,Portal,0.01,f,0.2944277999922633,None,,,,,,,,,,,,,0,0,0,0,0,6,6,1,44.939625500002876,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,45.639938100008294,45.65168000000995,,46.440529399958905,,,,,,,,,,,,,,,,,,,#F781BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.93207219999749,44.939625500002876,44.939625500002876,44.939625500002876,44.939625500002876,44.939625500002876,44.939625500002876,44.939625500002876,45.13972019997891,45.13972019997891,45.13972019997891,45.13972019997891,45.13972019997891,45.13972019997891,45.13972019997891,45.12977559998399,45.12982309999643,45.13972019997891,45.151847000001,45.1400055999984,45.143384199996945,45.151847000001,45.151847000001,45.151847000001,45.151847000001,45.151847000001,45.151847000001,45.151847000001,45.33974719996331,45.35201039997628,45.35201039997628,45.35201039997628,45.35201039997628,45.35201039997628,45.35201039997628,45.63987289997749,f,0.2944277999922633,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
7,7,0,,,,,,Standard,0.16,j,0.29960700002266094,None,,,,,,,,,,,,,0,0,0,0,0,7,7,17,46.451717899995856,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,47.29579369997373,47.30615929997293,,48.09613849996822,,,,,,,,,,,,,,,,,,,#F781BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.44394470000407,46.451717899995856,46.451717899995856,46.451717899995856,46.451717899995856,46.451717899995856,46.451717899995856,46.451717899995856,46.65164019999793,46.65164019999793,46.65164019999793,46.65164019999793,46.65164019999793,46.65164019999793,46.65164019999793,46.640263199980836,46.64031330001308,46.65164019999793,46.80675190000329,46.79611619998468,46.79939199995715,46.80675190000329,46.80675190000329,46.80675190000329,46.80675190000329,46.80675190000329,46.80675190000329,46.80675190000329,46.99545270000817,47.00696719996631,47.00696719996631,47.00696719996631,47.00696719996631,47.00696719996631,47.00696719996631,47.295723199960776,j,0.29960700002266094,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
8,8,0,,,,,,Standard,0.04,f,0.3125344999716617,None,,,,,,,,,,,,,0,0,0,0,0,8,8,15,48.10602710000239,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,48.862115999974776,48.87278849998256,,49.66277359996457,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.09937670000363,48.10602710000239,48.10602710000239,48.10602710000239,48.10602710000239,48.10602710000239,48.10602710000239,48.10602710000239,48.30622179998318,48.30622179998318,48.30622179998318,48.30622179998318,48.30622179998318,48.30622179998318,48.30622179998318,48.29604029998882,48.29608729999745,48.30622179998318,48.35055699996883,48.34056149999378,48.34403559996281,48.35055699996883,48.35055699996883,48.35055699996883,48.35055699996883,48.35055699996883,48.35055699996883,48.35055699996883,48.54058560001431,48.550611199985724,48.550611199985724,48.550611199985724,48.550611199985724,48.550611199985724,48.550611199985724,48.86204599996563,f,0.3125344999716617,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
9,9,0,,,,,,Portal,0.08,j,0.2845111000351608,None,,,,,,,,,,,,,0,0,0,0,0,9,9,4,49.67283349996433,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,50.42864920001011,50.43931759998668,,51.22925639996538,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.665830999962054,49.67283349996433,49.67283349996433,49.67283349996433,49.67283349996433,49.67283349996433,49.67283349996433,49.67283349996433,49.872773799987044,49.872773799987044,49.872773799987044,49.872773799987044,49.872773799987044,49.872773799987044,49.872773799987044,49.86296769999899,49.86300219997065,49.872773799987044,49.954364000004716,49.94118449999951,49.94538280001143,49.954364000004716,49.954364000004716,49.954364000004716,49.954364000004716,49.954364000004716,49.954364000004716,49.954364000004716,50.13952029997017,50.1515015999903,50.1515015999903,50.1515015999903,50.1515015999903,50.1515015999903,50.1515015999903,50.4285834999755,j,0.2845111000351608,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
10,10,0,,,,,,Portal,0.02,f,0.2715448000235483,None,,,,,,,,,,,,,0,0,0,0,0,10,10,2,51.23924289998831,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,51.92974639998283,51.93927319999784,52.739241099974606,52.72856550000142,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.23224199999822,51.23924289998831,51.23924289998831,51.23924289998831,51.23924289998831,51.23924289998831,51.23924289998831,51.23924289998831,51.44026209996082,51.44026209996082,51.44026209996082,51.44026209996082,51.44026209996082,51.44026209996082,51.44026209996082,51.42870409996249,51.42873859999236,51.44026209996082,51.462869599985424,51.45151479996275,51.455667999980506,51.462869599985424,51.462869599985424,51.462869599985424,51.462869599985424,51.462869599985424,51.462869599985424,51.462869599985424,51.651382499956526,51.662534400005825,51.662534400005825,51.662534400005825,51.662534400005825,51.662534400005825,51.662534400005825,51.929646599979606,f,0.2715448000235483,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
11,11,0,,,,,,Barrier,0,j,0.27494089998072013,None,,,,,,,,,,,,,0,0,0,0,0,11,11,6,52.739241099974606,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,53.40797979995841,53.4170909000095,54.216885400004685,54.20696489996044,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.73204829997849,52.739241099974606,52.739241099974606,52.739241099974606,52.739241099974606,52.739241099974606,52.739241099974606,52.739241099974606,52.93935589998728,52.93935589998728,52.93935589998728,52.93935589998728,52.93935589998728,52.93935589998728,52.93935589998728,52.92953419999685,52.92958419997012,52.93935589998728,52.93935589998728,52.929711500008125,52.93353749997914,52.93935589998728,52.93935589998728,52.93935589998728,52.93935589998728,52.93935589998728,52.93935589998728,52.93935589998728,53.12822969997069,53.139687299961224,53.139687299961224,53.139687299961224,53.139687299961224,53.139687299961224,53.139687299961224,53.40788049995899,j,0.27494089998072013,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
12,12,0,,,,,,Portal,0.04,f,0.1968879000050947,None,,,,,,,,,,,,,0,0,0,0,0,12,12,3,54.216885400004685,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,54.85078149999026,54.86244739999529,55.66299599997001,55.6505945000099,,,,,,,,,,,,,,,,,,,#F781BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.20973469997989,54.216885400004685,54.216885400004685,54.216885400004685,54.216885400004685,54.216885400004685,54.216885400004685,54.216885400004685,54.41801679995842,54.41801679995842,54.41801679995842,54.41801679995842,54.41801679995842,54.41801679995842,54.41801679995842,54.407048999972176,54.40709890000289,54.41801679995842,54.46256309997989,54.45042469998589,54.45399539999198,54.46256309997989,54.46256309997989,54.46256309997989,54.46256309997989,54.46256309997989,54.46256309997989,54.46256309997989,54.651222399959806,54.662032899970654,54.662032899970654,54.662032899970654,54.662032899970654,54.662032899970654,54.662032899970654,54.85071500000777,f,0.1968879000050947,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
13,13,0,,,,,,Barrier,0.01,j,0.20779369998490438,None,,,,,,,,,,,,,0,0,0,0,0,13,13,7,55.66299599997001,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,56.274024399986956,56.28416380000999,57.08353189995978,57.073186699999496,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.65491009998368,55.66299599997001,55.66299599997001,55.66299599997001,55.66299599997001,55.66299599997001,55.66299599997001,55.66299599997001,55.86198879999574,55.86198879999574,55.86198879999574,55.86198879999574,55.86198879999574,55.86198879999574,55.86198879999574,55.851418300007936,55.85146869998425,55.86198879999574,55.8734064999735,55.86224119999679,55.86594499996863,55.8734064999735,55.8734064999735,55.8734064999735,55.8734064999735,55.8734064999735,55.8734064999735,55.8734064999735,56.06228909996571,56.07333809998818,56.07333809998818,56.07333809998818,56.07333809998818,56.07333809998818,56.07333809998818,56.273919600003865,j,0.20779369998490438,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
14,14,0,,,,,,Standard,0.08,f,0.24399099999573082,None,,,,,,,,,,,,,0,0,0,0,0,14,14,16,57.08353189995978,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,57.80603799998062,57.81800689996453,,58.60667299997294,,,,,,,,,,,,,,,,,,,#1B9E77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.07597969996277,57.08353189995978,57.08353189995978,57.08353189995978,57.08353189995978,57.08353189995978,57.08353189995978,57.08353189995978,57.283529500011355,57.283529500011355,57.283529500011355,57.283529500011355,57.283529500011355,57.283529500011355,57.283529500011355,57.273916099977214,57.27396699995734,57.283529500011355,57.3638061999809,57.351540600007866,57.35643029998755,57.3638061999809,57.3638061999809,57.3638061999809,57.3638061999809,57.3638061999809,57.3638061999809,57.3638061999809,57.55119289999129,57.56235480000032,57.56235480000032,57.56235480000032,57.56235480000032,57.56235480000032,57.56235480000032,57.805958100012504,f,0.24399099999573082,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
15,15,0,,,,,,Standard,0.01,j,0.1710849999799393,None,,,,,,,,,,,,,0,0,0,0,0,15,15,13,58.61664669995662,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,59.196499299956486,59.20570200000657,60.005581700010225,59.995583899959456,,,,,,,,,,,,,,,,,,,#F781BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.610175999987405,58.61664669995662,58.61664669995662,58.61664669995662,58.61664669995662,58.61664669995662,58.61664669995662,58.61664669995662,58.81763549998868,58.81763549998868,58.81763549998868,58.81763549998868,58.81763549998868,58.81763549998868,58.81763549998868,58.80743699998129,58.80750059999991,58.81763549998868,58.82847840001341,58.81785709998803,58.82096109999111,58.82847840001341,58.82847840001341,58.82847840001341,58.82847840001341,58.82847840001341,58.82847840001341,58.82847840001341,59.01762050000252,59.02874699997483,59.02874699997483,59.02874699997483,59.02874699997483,59.02874699997483,59.02874699997483,59.19634480000241,j,0.1710849999799393,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
16,16,0,,,,,,Portal,0.16,f,0.07771320000756532,None,,,,,,,,,,,,,0,0,0,0,0,16,16,5,60.005581700010225,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,60.62919249996776,60.639071899990086,,61.429467000009026,,,,,,,,,,,,,,,,,,,#377EB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.99848089995794,60.005581700010225,60.005581700010225,60.005581700010225,60.005581700010225,60.005581700010225,60.005581700010225,60.005581700010225,60.20648990001064,60.20648990001064,60.20648990001064,60.20648990001064,60.20648990001064,60.20648990001064,60.20648990001064,60.19568949996028,60.19573949999176,60.20648990001064,60.36511849996168,60.35181969997939,60.35741759999655,60.36511849996168,60.36511849996168,60.36511849996168,60.36511849996168,60.36511849996168,60.36511849996168,60.36511849996168,60.550067299976945,60.562231999996584,60.562231999996584,60.562231999996584,60.562231999996584,60.562231999996584,60.562231999996584,60.629094299976714,f,0.07771320000756532,None,,,,,,,,,001,2026-06-16_22h25.48.679,Teamprojekt,,2025.1.0,88.63535239229941,2026-06-16 22h25.52.436741 +0200,
