thisN,thisTrialN,thisRepN,conditions_practice,ISI_practice,keyPractice.keys,keyPractice.rt,keyPractice.duration,condition,interstim_interval,key_resp.keys,key_resp.rt,key_resp.duration,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,groupMotionDemo.thisRepN,groupMotionDemo.thisTrialN,groupMotionDemo.thisN,groupMotionDemo.thisIndex,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,thisRow.t,notes,group,colorTest.started,keyColorTest.started,redCircle.started,blueCircle.started,greenCircle.started,purpleCircle.started,orangeCircle.started,brownCircle.started,pinkCircle.started,tealCircle.started,colorTest.stopped,keyColorTest.keys,keyColorTest.rt,keyColorTest.duration,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,InstructionScreen.stopped,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,elementMotionExplained.started,textElementMotion.started,keyElementMotionExplained.started,elementMotionExplained.stopped,keyElementMotionExplained.keys,keyElementMotionExplained.rt,keyElementMotionExplained.duration,blank800.started,FixationCrossBlank800.started,FixationCrossBlank800.stopped,blank800.stopped,direction,exampleFrame1.started,ternusExampleLeft.started,ternusExampleMiddle.started,ternusExampleRight.started,FixationCrossExample.started,ternusExampleLeft.stopped,ternusExampleMiddle.stopped,ternusExampleRight.stopped,FixationCrossExample.stopped,exampleFrame1.stopped,exampleFrame2.started,ternusExampleLeft_2.started,ternusExampleMiddle_2.started,ternusExampleRight_2.started,FixationCrossExample_2.started,ternusExampleLeft_2.stopped,ternusExampleMiddle_2.stopped,ternusExampleRight_2.stopped,FixationCrossExample_2.stopped,exampleFrame2.stopped,groupMotionExplained.started,textGroupMotion.started,keyGroupMotionExplained.started,groupMotionExplained.stopped,keyGroupMotionExplained.keys,keyGroupMotionExplained.rt,keyGroupMotionExplained.duration,blank160.started,FixationCrossBlank160.started,FixationCrossBlank160.stopped,blank160.stopped,PracticeExplained.started,textPracticeExplained.started,keyPracticeStart.started,PracticeExplained.stopped,keyPracticeStart.keys,keyPracticeStart.rt,keyPracticeStart.duration,causalColor,practiceFrame1.started,ternusObjLeftPrac.started,ternusObjMiddlePrac.started,ternusObjRightPrac.started,FixationCrossPrac.started,portalLeftPrac.started,portalRightPrac.started,BarrierPrac.started,ternusObjLeftPrac.stopped,ternusObjMiddlePrac.stopped,ternusObjRightPrac.stopped,FixationCrossPrac.stopped,portalLeftPrac.stopped,portalRightPrac.stopped,BarrierPrac.stopped,practiceFrame1.stopped,blankISI_Practice.started,FixationCrossBlankPractice.started,FixationCrossBlankPractice.stopped,blankISI_Practice.stopped,practiceFrame2.started,ternusObjLeftPrac_2.started,ternusObjMiddlePrac_2.started,ternusObjRightPrac_2.started,FixationCrossPrac_2.started,portalLeftPrac_2.started,portalRightPrac_2.started,BarrierPrac_2.started,keyPractice.started,ternusObjLeftPrac_2.stopped,ternusObjMiddlePrac_2.stopped,ternusObjRightPrac_2.stopped,portalLeftPrac_2.stopped,portalRightPrac_2.stopped,BarrierPrac_2.stopped,practiceFrame2.stopped,practiceLoop.keyPractice.keys,practiceLoop.keyPractice.rt,practiceLoop.keyPractice.duration,blank500.started,blankText500.started,blankText500.stopped,blank500.stopped,StartScreen.started,textStartMessage.started,keyStart.started,StartScreen.stopped,keyStart.keys,keyStart.rt,keyStart.duration,blockNumber,participantID,ternusFrame1.started,ternusObjLeft.started,ternusObjMiddle.started,ternusObjRight.started,FixationCross.started,portalLeft.started,portalRight.started,Barrier.started,ternusObjLeft.stopped,ternusObjMiddle.stopped,ternusObjRight.stopped,FixationCross.stopped,portalLeft.stopped,portalRight.stopped,Barrier.stopped,ternusFrame1.stopped,blankISI.started,FixationCrossBlank.started,FixationCrossBlank.stopped,blankISI.stopped,ternusFrame2.started,ternusObjLeft_2.started,ternusObjMiddle_2.started,ternusObjRight_2.started,FixationCross_2.started,portalLeft_2.started,portalRight_2.started,Barrier_2.started,key_resp.started,ternusObjLeft_2.stopped,ternusObjMiddle_2.stopped,ternusObjRight_2.stopped,portalLeft_2.stopped,portalRight_2.stopped,Barrier_2.stopped,ternusFrame2.stopped,trialLoop.key_resp.keys,trialLoop.key_resp.rt,trialLoop.key_resp.duration,blockBreak.started,keyBlockContinue.started,textBlockInstructions.started,blockBreak.stopped,blockLoop.keyBlockContinue.keys,blockLoop.keyBlockContinue.rt,blockLoop.keyBlockContinue.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
7,7,0,,,,,,Barrier,0.04,j,0.14911950007081032,None,,,,,,,,,,,,,4,0,4,0,0,7,7,9,254.87888560001738,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.96341750002466,255.97408880013973,256.7784137001727,256.76342620002106,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.4640896001365,255.47379020019434,255.97408880013973,255.96335670002736,,,,,,,,4,7,254.8670046001207,254.87888560001738,254.87888560001738,254.87888560001738,254.87888560001738,254.87888560001738,254.87888560001738,254.87888560001738,255.07410990004428,255.07410990004428,255.07410990004428,255.07410990004428,255.07410990004428,255.07410990004428,255.07410990004428,255.06376720010303,255.06384210009128,255.07410990004428,255.12426210008562,255.10794130014256,255.11205770005472,255.12426210008562,255.12426210008562,255.12426210008562,255.12426210008562,255.12426210008562,255.12426210008562,255.12426210008562,255.3075379000511,255.31865810020827,255.31865810020827,255.31865810020827,255.31865810020827,255.31865810020827,255.31865810020827,255.4639740001876,j,0.14911950007081032,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
8,8,0,,,,,,Portal,0.02,f,0.1603629000019282,None,,,,,,,,,,,,,4,0,4,0,0,8,8,2,256.7784137001727,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.8524141001981,257.86287450022064,258.6673809001222,258.6520134001039,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.35281030018814,257.3621725002304,257.86287450022064,257.8523612001445,,,,,,,,4,7,256.7668488000054,256.7784137001727,256.7784137001727,256.7784137001727,256.7784137001727,256.7784137001727,256.7784137001727,256.7784137001727,256.97401160001755,256.97401160001755,256.97401160001755,256.97401160001755,256.97401160001755,256.97401160001755,256.97401160001755,256.9634430001024,256.9634969001636,256.97401160001755,257.0000107001979,256.98552990006283,256.98950700019486,257.0000107001979,257.0000107001979,257.0000107001979,257.0000107001979,257.0000107001979,257.0000107001979,257.0000107001979,257.1843720001634,257.1965319002047,257.1965319002047,257.1965319002047,257.1965319002047,257.1965319002047,257.1965319002047,257.35269280010834,f,0.1603629000019282,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
9,9,0,,,,,,Barrier,0.02,j,0.10378580004908144,None,,,,,,,,,,,,,4,0,4,0,0,9,9,8,258.6673809001222,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.6848008001689,259.6962732002139,260.49987000017427,260.4854728002101,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.186176400166,259.1954336001072,259.6962732002139,259.6847399000544,,,,,,,,4,7,258.65558790019713,258.6673809001222,258.6673809001222,258.6673809001222,258.6673809001222,258.6673809001222,258.6673809001222,258.6673809001222,258.86327260010876,258.86327260010876,258.86327260010876,258.86327260010876,258.86327260010876,258.86327260010876,258.86327260010876,258.8521811000537,258.8522348999977,258.86327260010876,258.88971260003746,258.8741820000578,258.87804300012067,258.88971260003746,258.88971260003746,258.88971260003746,258.88971260003746,258.88971260003746,258.88971260003746,258.88971260003746,259.07396870013326,259.0850392000284,259.0850392000284,259.0850392000284,259.0850392000284,259.0850392000284,259.0850392000284,259.18602680019103,j,0.10378580004908144,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
10,10,0,,,,,,Standard,0.01,j,0.08224410004913807,None,,,,,,,,,,,,,4,0,4,0,0,10,10,13,260.49987000017427,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.48594980011694,261.49629500019364,,262.28524150000885,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.9848377001472,260.99602460023016,,261.48584090010263,,,,,,,,4,7,260.488818500191,260.49987000017427,260.49987000017427,260.49987000017427,260.49987000017427,260.49987000017427,260.49987000017427,260.49987000017427,260.6960073001683,260.6960073001683,260.6960073001683,260.6960073001683,260.6960073001683,260.6960073001683,260.6960073001683,260.68552500009537,260.68557880003937,260.6960073001683,260.7126345001161,260.6967330002226,260.70031850016676,260.7126345001161,260.7126345001161,260.7126345001161,260.7126345001161,260.7126345001161,260.7126345001161,260.7126345001161,260.89587890007533,260.9073895001784,260.9073895001784,260.9073895001784,260.9073895001784,260.9073895001784,260.9073895001784,260.9847289000172,j,0.08224410004913807,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
11,11,0,,,,,,Barrier,0.16,j,1.089844400063157,None,,,,,,,,,,,,,4,0,4,0,0,11,11,11,262.300997500075,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.4410029000137,264.4513191001024,265.25466190022416,265.2404543000739,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.9411279000342,263.9515827000141,264.4513191001024,264.44095519999973,,,,,,,,4,7,262.2891810000874,262.300997500075,262.300997500075,262.300997500075,262.300997500075,262.300997500075,262.300997500075,262.300997500075,262.4960702001117,262.4960702001117,262.4960702001117,262.4960702001117,262.4960702001117,262.4960702001117,262.4960702001117,262.48593840003014,262.4860069002025,262.4960702001117,262.65727780014277,262.64100450021215,262.6448661000468,262.65727780014277,262.65727780014277,262.65727780014277,262.65727780014277,262.65727780014277,262.65727780014277,262.65727780014277,262.840449700132,262.851613300154,262.851613300154,262.851613300154,262.851613300154,262.851613300154,262.851613300154,263.94100410002284,j,1.089844400063157,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
12,12,0,,,,,,Portal,0.16,f,0.23154009995050728,None,,,,,,,,,,,,,4,0,4,0,0,12,12,5,265.25466190022416,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.52981060021557,266.540232000174,267.3421995001845,267.3284420000855,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.03006310015917,266.0409437001217,266.540232000174,266.5297515001148,,,,,,,,4,7,265.24384970008396,265.25466190022416,265.25466190022416,265.25466190022416,265.25466190022416,265.25466190022416,265.25466190022416,265.25466190022416,265.45151300006546,265.45151300006546,265.45151300006546,265.45151300006546,265.45151300006546,265.45151300006546,265.45151300006546,265.44116270006634,265.44121780013666,265.45151300006546,265.6125274000224,265.5963001002092,265.60021240008064,265.6125274000224,265.6125274000224,265.6125274000224,265.6125274000224,265.6125274000224,265.6125274000224,265.6125274000224,265.79601330007426,265.8070735000074,265.8070735000074,265.8070735000074,265.8070735000074,265.8070735000074,265.8070735000074,266.0299453001935,f,0.23154009995050728,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
13,13,0,,,,,,Standard,0.04,j,0.20543679990805686,None,,,,,,,,,,,,,4,0,4,0,0,13,13,15,267.3421995001845,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.48516010004096,268.4959632002283,269.29979560012,269.2851154000964,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.9849021001719,267.9958133001346,,268.4850599002093,,,,,,,,4,7,267.3321214001626,267.3421995001845,267.3421995001845,267.3421995001845,267.3421995001845,267.3421995001845,267.3421995001845,267.3421995001845,267.54036860005,267.54036860005,267.54036860005,267.54036860005,267.54036860005,267.54036860005,267.54036860005,267.52989420015365,267.5299652002286,267.54036860005,267.58956350013614,267.57394600007683,267.57761160004884,267.58956350013614,267.58956350013614,267.58956350013614,267.58956350013614,267.58956350013614,267.58956350013614,267.58956350013614,267.7736137001775,267.78467420022935,267.78467420022935,267.78467420022935,267.78467420022935,267.78467420022935,267.78467420022935,267.9847911000252,j,0.20543679990805686,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
14,14,0,,,,,,Portal,0.01,j,0.14290920016355813,None,,,,,,,,,,,,,4,0,4,0,0,14,14,1,269.29979560012,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.3406593000982,270.3513674000278,271.1551686001476,271.1407332001254,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.84073450020514,269.8512735001277,270.3513674000278,270.340613800101,,,,,,,,4,7,269.2884765001945,269.29979560012,269.29979560012,269.29979560012,269.29979560012,269.29979560012,269.29979560012,269.29979560012,269.4957139000762,269.4957139000762,269.4957139000762,269.4957139000762,269.4957139000762,269.4957139000762,269.4957139000762,269.4853305001743,269.4853853001259,269.4957139000762,269.5125293000601,269.4963132000994,269.5002244000789,269.5125293000601,269.5125293000601,269.5125293000601,269.5125293000601,269.5125293000601,269.5125293000601,269.5125293000601,269.6956211000215,269.7069793001283,269.7069793001283,269.7069793001283,269.7069793001283,269.7069793001283,269.7069793001283,269.84062480018474,j,0.14290920016355813,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
15,15,0,,,,,,Barrier,0.08,j,0.06714070006273687,None,,,,,,,,,,,,,4,0,4,0,0,15,15,10,271.1551686001476,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.1962567002047,272.20599290006794,273.0113353000488,272.99619070021436,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.69640110014006,271.70680770021863,272.20599290006794,272.19619800010696,,,,,,,,4,7,271.1440671000164,271.1551686001476,271.1551686001476,271.1551686001476,271.1551686001476,271.1551686001476,271.1551686001476,271.1551686001476,271.3511302000843,271.3511302000843,271.3511302000843,271.3511302000843,271.3511302000843,271.3511302000843,271.3511302000843,271.3405136000365,271.3405678002164,271.3511302000843,271.4310899002012,271.41718400013633,271.4209475000389,271.4310899002012,271.4310899002012,271.4310899002012,271.4310899002012,271.4310899002012,271.4310899002012,271.4310899002012,271.6182868001051,271.62933430005796,271.62933430005796,271.62933430005796,271.62933430005796,271.62933430005796,271.62933430005796,271.69625130016357,j,0.06714070006273687,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
16,16,0,,,,,,Standard,0.08,j,0.07185289985500276,None,,,,,,,,,,,,,4,0,4,0,0,16,16,16,273.0113353000488,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.05223000003025,274.06180700007826,274.86600710009225,274.851373600075,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.5520071000792,273.56162150017917,274.06180700007826,274.0521808001213,,,,,,,,4,7,272.99954250012524,273.0113353000488,273.0113353000488,273.0113353000488,273.0113353000488,273.0113353000488,273.0113353000488,273.0113353000488,273.2067813000176,273.2067813000176,273.2067813000176,273.2067813000176,273.2067813000176,273.2067813000176,273.2067813000176,273.19601640012115,273.1960719001945,273.2067813000176,273.2879689000547,273.27301730006,273.2764843001496,273.2879689000547,273.2879689000547,273.2879689000547,273.2879689000547,273.2879689000547,273.2879689000547,273.2879689000547,273.47229400021024,273.483399100136,273.483399100136,273.483399100136,273.483399100136,273.483399100136,273.483399100136,273.5518941001501,j,0.07185289985500276,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
17,17,0,,,,,,Barrier,0.01,f,0.18716089986264706,None,,,,,,,,,,,,,4,0,4,0,0,17,17,7,274.86600710009225,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.95133760012686,275.9620007001795,276.7752184001729,276.75119220023043,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.4516219000798,275.4618602001574,275.9620007001795,275.95129180001095,,,,,,,,4,7,274.854730800027,274.86600710009225,274.86600710009225,274.86600710009225,274.86600710009225,274.86600710009225,274.86600710009225,274.86600710009225,275.0622695002239,275.0622695002239,275.0622695002239,275.0622695002239,275.0622695002239,275.0622695002239,275.0622695002239,275.05072730011307,275.05080000008456,275.0622695002239,275.07913060020655,275.0628615000751,275.0669572001789,275.07913060020655,275.07913060020655,275.07913060020655,275.07913060020655,275.07913060020655,275.07913060020655,275.07913060020655,275.2621737001464,275.27245170017704,275.27245170017704,275.27245170017704,275.27245170017704,275.27245170017704,275.27245170017704,275.45150419999845,f,0.18716089986264706,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
0,0,0,,,,,,Standard,0.02,j,0.16131879994645715,None,,,,,,,,,,,,,5,0,5,0,0,0,0,14,283.5098223001696,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.58890450000763,284.5994994000066,285.4037580001168,285.38883590023033,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0885947002098,284.098709900165,,284.5888025001623,,,,,,,,5,7,283.49884520005435,283.5098223001696,283.5098223001696,283.5098223001696,283.5098223001696,283.5098223001696,283.5098223001696,283.5098223001696,283.7096646002028,283.7096646002028,283.7096646002028,283.7096646002028,283.7096646002028,283.7096646002028,283.7096646002028,283.699023200199,283.69909090013243,283.7096646002028,283.7342381000053,283.72104100021534,283.72436660015956,283.7342381000053,283.7342381000053,283.7342381000053,283.7342381000053,283.7342381000053,283.7342381000053,283.7342381000053,283.92228520009667,283.9327633001376,283.9327633001376,283.9327633001376,283.9327633001376,283.9327633001376,283.9327633001376,284.0884518001694,j,0.16131879994645715,None,276.766923900228,276.7752184001729,276.7752184001729,282.68721640016884,space,5.906868100166321,None,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
1,1,0,,,,,,Barrier,0.02,j,0.216497499961406,None,,,,,,,,,,,,,5,0,5,0,0,1,1,8,285.4037580001168,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.5332741001621,286.5438801001292,287.34725950006396,287.33276180014946,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.03293860005215,286.04395490000024,,286.533168700058,,,,,,,,5,7,285.39218430011533,285.4037580001168,285.4037580001168,285.4037580001168,285.4037580001168,285.4037580001168,285.4037580001168,285.4037580001168,285.5994995001238,285.5994995001238,285.5994995001238,285.5994995001238,285.5994995001238,285.5994995001238,285.5994995001238,285.58921700017527,285.5892692001071,285.5994995001238,285.62726760003716,285.61080250004306,285.61467540008016,285.62726760003716,285.62726760003716,285.62726760003716,285.62726760003716,285.62726760003716,285.62726760003716,285.62726760003716,285.8105640001595,285.82172660017386,285.82172660017386,285.82172660017386,285.82172660017386,285.82172660017386,285.82172660017386,286.0327951000072,j,0.216497499961406,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
2,2,0,,,,,,Standard,0,f,0.30551009997725487,None,,,,,,,,,,,,,5,0,5,0,0,2,2,12,287.34725950006396,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.54401930002496,288.5549532000441,,289.3439128000755,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.04374610004015,288.0551321001258,288.5549532000441,288.5439651000779,,,,,,,,5,7,287.3365274001844,287.34725950006396,287.34725950006396,287.34725950006396,287.34725950006396,287.34725950006396,287.34725950006396,287.34725950006396,287.5499417001847,287.5499417001847,287.5499417001847,287.5499417001847,287.5499417001847,287.5499417001847,287.5499417001847,287.5338642001152,287.5339326001704,287.5499417001847,287.5499417001847,287.5341325001791,287.5378517000936,287.5499417001847,287.5499417001847,287.5499417001847,287.5499417001847,287.5499417001847,287.5499417001847,287.5499417001847,287.73184170015156,287.7549655002076,287.7549655002076,287.7549655002076,287.7549655002076,287.7549655002076,287.7549655002076,288.04362740018405,f,0.30551009997725487,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
3,3,0,,,,,,Barrier,0.01,f,0.16051239985972643,None,,,,,,,,,,,,,5,0,5,0,0,3,3,7,289.35779130016454,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.42109710001387,290.43205710011534,291.23562100017443,291.22152760019526,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.92228090018034,289.93304100004025,290.43205710011534,290.4210427000653,,,,,,,,5,7,289.3478128002025,289.35779130016454,289.35779130016454,289.35779130016454,289.35779130016454,289.35779130016454,289.35779130016454,289.35779130016454,289.55403590016067,289.55403590016067,289.55403590016067,289.55403590016067,289.55403590016067,289.55403590016067,289.55403590016067,289.5442921000067,289.54434590018354,289.55403590016067,289.5707604000345,289.5546097001061,289.55869360012,289.5707604000345,289.5707604000345,289.5707604000345,289.5707604000345,289.5707604000345,289.5707604000345,289.5707604000345,289.75465050013736,289.7661093000788,289.7661093000788,289.7661093000788,289.7661093000788,289.7661093000788,289.7661093000788,289.9221355000045,f,0.16051239985972643,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
4,4,0,,,,,,Standard,0.16,f,0.07907310011796653,None,,,,,,,,,,,,,5,0,5,0,0,4,4,17,291.23562100017443,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.36632590019144,292.37699180003256,,293.1660695001483,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.86585030006245,291.87707880022936,,292.3662184001878,,,,,,,,5,7,291.2249108001124,291.23562100017443,291.23562100017443,291.23562100017443,291.23562100017443,291.23562100017443,291.23562100017443,291.23562100017443,291.4327253000811,291.4327253000811,291.4327253000811,291.4327253000811,291.4327253000811,291.4327253000811,291.4327253000811,291.4211400002241,291.4211933000479,291.4327253000811,291.59180870000273,291.57676450000145,291.5802569000516,291.59180870000273,291.59180870000273,291.59180870000273,291.59180870000273,291.59180870000273,291.59180870000273,291.59180870000273,291.77624120004475,291.78840890014544,291.78840890014544,291.78840890014544,291.78840890014544,291.78840890014544,291.78840890014544,291.86571190017276,f,0.07907310011796653,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
5,5,0,,,,,,Barrier,0.04,f,0.17620330001227558,None,,,,,,,,,,,,,5,0,5,0,0,5,5,9,293.18171560019255,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.2774863000959,294.2879265001975,295.0920688000042,295.0771344001405,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.7774938000366,293.7879136002157,294.2879265001975,294.277442100225,,,,,,,,5,7,293.1701690000482,293.18171560019255,293.18171560019255,293.18171560019255,293.18171560019255,293.18171560019255,293.18171560019255,293.18171560019255,293.3761594002135,293.3761594002135,293.3761594002135,293.3761594002135,293.3761594002135,293.3761594002135,293.3761594002135,293.3671769001521,293.36724800011143,293.3761594002135,293.4157608000096,293.3994411001913,293.40365640004165,293.4157608000096,293.4157608000096,293.4157608000096,293.4157608000096,293.4157608000096,293.4157608000096,293.4157608000096,293.5989269001875,293.61023900005966,293.61023900005966,293.61023900005966,293.61023900005966,293.61023900005966,293.61023900005966,293.77735370001756,f,0.17620330001227558,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
6,6,0,,,,,,Portal,0.16,j,0.09485039999708533,None,,,,,,,,,,,,,5,0,5,0,0,6,6,5,295.0920688000042,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.23276040004566,296.2435049000196,,297.03286050003953,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.73257780005224,295.743383300025,296.2435049000196,296.23271510005,,,,,,,,5,7,295.0806971001439,295.0920688000042,295.0920688000042,295.0920688000042,295.0920688000042,295.0920688000042,295.0920688000042,295.0920688000042,295.2877500001341,295.2877500001341,295.2877500001341,295.2877500001341,295.2877500001341,295.2877500001341,295.2877500001341,295.2766529000364,295.2767355001997,295.2877500001341,295.4490974000655,295.4328528000042,295.43704220000654,295.4490974000655,295.4490974000655,295.4490974000655,295.4490974000655,295.4490974000655,295.4490974000655,295.4490974000655,295.632255300181,295.6433592000976,295.6433592000976,295.6433592000976,295.6433592000976,295.6433592000976,295.6433592000976,295.7324620001018,j,0.09485039999708533,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
