thisN,thisTrialN,thisRepN,conditions_practice,ISI_practice,keyPractice.keys,keyPractice.rt,keyPractice.duration,condition,interstim_interval,key_resp.keys,key_resp.rt,key_resp.duration,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,groupMotionDemo.thisRepN,groupMotionDemo.thisTrialN,groupMotionDemo.thisN,groupMotionDemo.thisIndex,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,thisRow.t,notes,group,colorTest.started,keyColorTest.started,redCircle.started,blueCircle.started,greenCircle.started,purpleCircle.started,orangeCircle.started,brownCircle.started,pinkCircle.started,tealCircle.started,colorTest.stopped,keyColorTest.keys,keyColorTest.rt,keyColorTest.duration,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,InstructionScreen.stopped,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,elementMotionExplained.started,textElementMotion.started,keyElementMotionExplained.started,elementMotionExplained.stopped,keyElementMotionExplained.keys,keyElementMotionExplained.rt,keyElementMotionExplained.duration,blank800.started,FixationCrossBlank800.started,FixationCrossBlank800.stopped,blank800.stopped,direction,exampleFrame1.started,ternusExampleLeft.started,ternusExampleMiddle.started,ternusExampleRight.started,FixationCrossExample.started,ternusExampleLeft.stopped,ternusExampleMiddle.stopped,ternusExampleRight.stopped,FixationCrossExample.stopped,exampleFrame1.stopped,exampleFrame2.started,ternusExampleLeft_2.started,ternusExampleMiddle_2.started,ternusExampleRight_2.started,FixationCrossExample_2.started,ternusExampleLeft_2.stopped,ternusExampleMiddle_2.stopped,ternusExampleRight_2.stopped,FixationCrossExample_2.stopped,exampleFrame2.stopped,groupMotionExplained.started,textGroupMotion.started,keyGroupMotionExplained.started,groupMotionExplained.stopped,keyGroupMotionExplained.keys,keyGroupMotionExplained.rt,keyGroupMotionExplained.duration,blank160.started,FixationCrossBlank160.started,FixationCrossBlank160.stopped,blank160.stopped,PracticeExplained.started,textPracticeExplained.started,keyPracticeStart.started,PracticeExplained.stopped,keyPracticeStart.keys,keyPracticeStart.rt,keyPracticeStart.duration,causalColor,practiceFrame1.started,ternusObjLeftPrac.started,ternusObjMiddlePrac.started,ternusObjRightPrac.started,FixationCrossPrac.started,portalLeftPrac.started,portalRightPrac.started,BarrierPrac.started,ternusObjLeftPrac.stopped,ternusObjMiddlePrac.stopped,ternusObjRightPrac.stopped,FixationCrossPrac.stopped,portalLeftPrac.stopped,portalRightPrac.stopped,BarrierPrac.stopped,practiceFrame1.stopped,blankISI_Practice.started,FixationCrossBlankPractice.started,FixationCrossBlankPractice.stopped,blankISI_Practice.stopped,practiceFrame2.started,ternusObjLeftPrac_2.started,ternusObjMiddlePrac_2.started,ternusObjRightPrac_2.started,FixationCrossPrac_2.started,portalLeftPrac_2.started,portalRightPrac_2.started,BarrierPrac_2.started,keyPractice.started,ternusObjLeftPrac_2.stopped,ternusObjMiddlePrac_2.stopped,ternusObjRightPrac_2.stopped,portalLeftPrac_2.stopped,portalRightPrac_2.stopped,BarrierPrac_2.stopped,practiceFrame2.stopped,practiceLoop.keyPractice.keys,practiceLoop.keyPractice.rt,practiceLoop.keyPractice.duration,blank500.started,blankText500.started,blankText500.stopped,blank500.stopped,StartScreen.started,textStartMessage.started,keyStart.started,StartScreen.stopped,keyStart.keys,keyStart.rt,keyStart.duration,blockNumber,participantID,ternusFrame1.started,ternusObjLeft.started,ternusObjMiddle.started,ternusObjRight.started,FixationCross.started,portalLeft.started,portalRight.started,Barrier.started,ternusObjLeft.stopped,ternusObjMiddle.stopped,ternusObjRight.stopped,FixationCross.stopped,portalLeft.stopped,portalRight.stopped,Barrier.stopped,ternusFrame1.stopped,blankISI.started,FixationCrossBlank.started,FixationCrossBlank.stopped,blankISI.stopped,ternusFrame2.started,ternusObjLeft_2.started,ternusObjMiddle_2.started,ternusObjRight_2.started,FixationCross_2.started,portalLeft_2.started,portalRight_2.started,Barrier_2.started,key_resp.started,ternusObjLeft_2.stopped,ternusObjMiddle_2.stopped,ternusObjRight_2.stopped,portalLeft_2.stopped,portalRight_2.stopped,Barrier_2.stopped,ternusFrame2.stopped,trialLoop.key_resp.keys,trialLoop.key_resp.rt,trialLoop.key_resp.duration,blockBreak.started,keyBlockContinue.started,textBlockInstructions.started,blockBreak.stopped,blockLoop.keyBlockContinue.keys,blockLoop.keyBlockContinue.rt,blockLoop.keyBlockContinue.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
8,8,0,,,,,,Portal,0.08,j,0.16829789988696575,None,,,,,,,,,,,,,1,0,1,0,0,8,8,4,124.68194380006753,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.82272110017948,125.83320170012303,,126.62250610021874,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.32227670005523,125.3334470000118,,125.82263090019114,,,,,,,,1,7,124.67059100000188,124.68194380006753,124.68194380006753,124.68194380006753,124.68194380006753,124.68194380006753,124.68194380006753,124.68194380006753,124.87780050002038,124.87780050002038,124.87780050002038,124.87780050002038,124.87780050002038,124.87780050002038,124.87780050002038,124.86713290004991,124.86718860012479,124.87780050002038,124.96277350001037,124.94493910018355,124.94927630014718,124.96277350001037,124.96277350001037,124.96277350001037,124.96277350001037,124.96277350001037,124.96277350001037,124.96277350001037,125.14435270009562,125.1665528002195,125.1665528002195,125.1665528002195,125.1665528002195,125.1665528002195,125.1665528002195,125.32209110003896,j,0.16829789988696575,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
9,9,0,,,,,,Portal,0.01,f,0.04770060000009835,None,,,,,,,,,,,,,1,0,1,0,0,9,9,1,126.63743280014023,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.58938030013815,127.59993260004558,128.4033846000675,128.3888732001651,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.08954820013605,127.09893130022101,127.59993260004558,127.58930860017426,,,,,,,,1,7,126.62608320009895,126.63743280014023,126.63743280014023,126.63743280014023,126.63743280014023,126.63743280014023,126.63743280014023,126.63743280014023,126.83365370007232,126.83365370007232,126.83365370007232,126.83365370007232,126.83365370007232,126.83365370007232,126.83365370007232,126.82329610013403,126.82334940019064,126.83365370007232,126.8508440000005,126.83433260000311,126.8384702000767,126.8508440000005,126.8508440000005,126.8508440000005,126.8508440000005,126.8508440000005,126.8508440000005,126.8508440000005,127.03245560009964,127.0554040002171,127.0554040002171,127.0554040002171,127.0554040002171,127.0554040002171,127.0554040002171,127.08941260003485,f,0.04770060000009835,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
10,10,0,,,,,,Portal,0.04,f,0.10943529987707734,None,,,,,,,,,,,,,1,0,1,0,0,10,10,3,128.4033846000675,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.44457430019975,129.45529070007615,130.2604063001927,130.24482270004228,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.94479830004275,128.95530540007167,129.45529070007615,129.4445284001995,,,,,,,,1,7,128.39229190000333,128.4033846000675,128.4033846000675,128.4033846000675,128.4033846000675,128.4033846000675,128.4033846000675,128.4033846000675,128.5997556000948,128.5997556000948,128.5997556000948,128.5997556000948,128.5997556000948,128.5997556000948,128.5997556000948,128.58894890011288,128.5890014001634,128.5997556000948,128.65025060018525,128.63362430012785,128.63838100014254,128.65025060018525,128.65025060018525,128.65025060018525,128.65025060018525,128.65025060018525,128.65025060018525,128.65025060018525,128.8330147000961,128.8442908001598,128.8442908001598,128.8442908001598,128.8442908001598,128.8442908001598,128.8442908001598,128.94466230017133,f,0.10943529987707734,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
11,11,0,,,,,,Standard,0.04,j,0.006468900013715029,None,,,,,,,,,,,,,1,0,1,0,0,11,11,15,130.2604063001927,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.20007510017604,131.21072400012054,132.01526630017906,132.0000738000963,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.69982510013506,130.71089320001192,,131.19997140020132,,,,,,,,1,7,130.2484655000735,130.2604063001927,130.2604063001927,130.2604063001927,130.2604063001927,130.2604063001927,130.2604063001927,130.2604063001927,130.45557550014928,130.45557550014928,130.45557550014928,130.45557550014928,130.45557550014928,130.45557550014928,130.45557550014928,130.4446122001391,130.44466950022615,130.45557550014928,130.5044809000101,130.48934650002047,130.4929055001121,130.5044809000101,130.5044809000101,130.5044809000101,130.5044809000101,130.5044809000101,130.5044809000101,130.5044809000101,130.68790560006164,130.69898740015924,130.69898740015924,130.69898740015924,130.69898740015924,130.69898740015924,130.69898740015924,130.69970950018615,j,0.006468900013715029,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
12,12,0,,,,,,Portal,0.16,j,0.037801000056788325,None,,,,,,,,,,,,,1,0,1,0,0,12,12,5,132.01526630017906,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.09998310008086,133.11011250014417,133.91576220002025,133.90010400000028,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.60052940016612,132.60979010001756,133.11011250014417,133.0999372000806,,,,,,,,1,7,132.00352340005338,132.01526630017906,132.01526630017906,132.01526630017906,132.01526630017906,132.01526630017906,132.01526630017906,132.01526630017906,132.21073100017384,132.21073100017384,132.21073100017384,132.21073100017384,132.21073100017384,132.21073100017384,132.21073100017384,132.20088920020498,132.20096070016734,132.21073100017384,132.37102450011298,132.35595110012218,132.35994520015083,132.37102450011298,132.37102450011298,132.37102450011298,132.37102450011298,132.37102450011298,132.37102450011298,132.37102450011298,132.554387900047,132.56625180016272,132.56625180016272,132.56625180016272,132.56625180016272,132.56625180016272,132.56625180016272,132.60037980019115,j,0.037801000056788325,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
13,13,0,,,,,,Portal,0,f,0.023114999989047647,None,,,,,,,,,,,,,1,0,1,0,0,13,13,0,133.91576220002025,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.83329530013725,134.8441329000052,,135.63316840003245,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3330121000763,134.34394620009698,134.8441329000052,134.8332460001111,,,,,,,,1,7,133.90364240016788,133.91576220002025,133.91576220002025,133.91576220002025,133.91576220002025,133.91576220002025,133.91576220002025,133.91576220002025,134.1160222000908,134.1160222000908,134.1160222000908,134.1160222000908,134.1160222000908,134.1160222000908,134.1160222000908,134.1004581002053,134.10053600021638,134.1160222000908,134.1160222000908,134.10073520010337,134.10496030002832,134.1160222000908,134.1160222000908,134.1160222000908,134.1160222000908,134.1160222000908,134.1160222000908,134.1160222000908,134.29945020005107,134.31050780019723,134.31050780019723,134.31050780019723,134.31050780019723,134.31050780019723,134.31050780019723,134.3328683001455,f,0.023114999989047647,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
14,14,0,,,,,,Barrier,0.16,j,0.07961130002513528,None,,,,,,,,,,,,,1,0,1,0,0,14,14,11,135.64774900022894,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.77801140001975,136.78838760009967,137.592416100204,137.57738700020127,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.27885460015386,136.28765490022488,136.78838760009967,136.7779562000651,,,,,,,,1,7,135.63715300010517,135.64774900022894,135.64774900022894,135.64774900022894,135.64774900022894,135.64774900022894,135.64774900022894,135.64774900022894,135.84383690007962,135.84383690007962,135.84383690007962,135.84383690007962,135.84383690007962,135.84383690007962,135.84383690007962,135.83343650004826,135.83349160011858,135.84383690007962,136.0077367001213,135.98914590012282,135.99499770021066,136.0077367001213,136.0077367001213,136.0077367001213,136.0077367001213,136.0077367001213,136.0077367001213,136.0077367001213,136.18736200011335,136.21059690020047,136.21059690020047,136.21059690020047,136.21059690020047,136.21059690020047,136.21059690020047,136.27869649999775,j,0.07961130002513528,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
15,15,0,,,,,,Standard,0.01,f,0.1770798999350518,None,,,,,,,,,,,,,1,0,1,0,0,15,15,13,137.592416100204,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.66694750008173,138.67681600013748,139.48137520020828,139.46678700018674,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.16679530008696,138.17641600011848,138.67681600013748,138.66690110019408,,,,,,,,1,7,137.58085790020414,137.592416100204,137.592416100204,137.592416100204,137.592416100204,137.592416100204,137.592416100204,137.592416100204,137.78862540004775,137.78862540004775,137.78862540004775,137.78862540004775,137.78862540004775,137.78862540004775,137.78862540004775,137.77782620000653,137.77790740015917,137.78862540004775,137.80498530017212,137.78928500018083,137.79287190013565,137.80498530017212,137.80498530017212,137.80498530017212,137.80498530017212,137.80498530017212,137.80498530017212,137.80498530017212,137.9872409000527,138.0103908001911,138.0103908001911,138.0103908001911,138.0103908001911,138.0103908001911,138.0103908001911,138.16668210015632,f,0.1770798999350518,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
16,16,0,,,,,,Barrier,0.08,f,0.14935099985450506,None,,,,,,,,,,,,,1,0,1,0,0,16,16,10,139.48137520020828,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.59978310018778,140.61038710013963,141.41477320017293,141.40002160007134,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.09996320004575,140.1099789000582,140.61038710013963,140.5997375000734,,,,,,,,1,7,139.47039960022084,139.48137520020828,139.48137520020828,139.48137520020828,139.48137520020828,139.48137520020828,139.48137520020828,139.48137520020828,139.6772904000245,139.6772904000245,139.6772904000245,139.6772904000245,139.6772904000245,139.6772904000245,139.6772904000245,139.66586730000563,139.66593300015666,139.6772904000245,139.7602906001266,139.744352000067,139.74835300003178,139.7602906001266,139.7602906001266,139.7602906001266,139.7602906001266,139.7602906001266,139.7602906001266,139.7602906001266,139.94362010015175,139.95406820019707,139.95406820019707,139.95406820019707,139.95406820019707,139.95406820019707,139.95406820019707,140.09984010015614,f,0.14935099985450506,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
17,17,0,,,,,,Standard,0.08,j,0.06902020005509257,None,,,,,,,,,,,,,1,0,1,0,0,17,17,16,141.41477320017293,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.455178800039,142.466264200164,143.27898090006784,143.25484120007604,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.95596000016667,141.96505040000193,142.466264200164,142.4551087000873,,,,,,,,1,7,141.40361020015553,141.41477320017293,141.41477320017293,141.41477320017293,141.41477320017293,141.41477320017293,141.41477320017293,141.41477320017293,141.61054840008728,141.61054840008728,141.61054840008728,141.61054840008728,141.61054840008728,141.61054840008728,141.61054840008728,141.60005480004475,141.60010450007394,141.61054840008728,141.69309660000727,141.67748589999974,141.681059300201,141.69309660000727,141.69309660000727,141.69309660000727,141.69309660000727,141.69309660000727,141.69309660000727,141.69309660000727,141.8768517000135,141.88799500023015,141.88799500023015,141.88799500023015,141.88799500023015,141.88799500023015,141.88799500023015,141.95584640000015,j,0.06902020005509257,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
0,0,0,,,,,,Barrier,0,f,0.2150950999930501,None,,,,,,,,,,,,,2,0,2,0,0,0,0,6,149.18122120015323,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.29329160018824,150.30425790022127,151.10888510011137,151.09367620013654,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.79356430005282,149.8041763000656,150.30425790022127,150.2932459001895,,,,,,,,2,7,149.17041360004805,149.18122120015323,149.18122120015323,149.18122120015323,149.18122120015323,149.18122120015323,149.18122120015323,149.18122120015323,149.38817390007898,149.38817390007898,149.38817390007898,149.38817390007898,149.38817390007898,149.38817390007898,149.38817390007898,149.37165220011957,149.3717072000727,149.38817390007898,149.38817390007898,149.3718433000613,149.37612750008702,149.38817390007898,149.38817390007898,149.38817390007898,149.38817390007898,149.38817390007898,149.38817390007898,149.38817390007898,149.57156650000252,149.58154730009846,149.58154730009846,149.58154730009846,149.58154730009846,149.58154730009846,149.58154730009846,149.7934487001039,f,0.2150950999930501,None,143.26987310010009,143.27898090006784,143.27898090006784,148.3590439001564,space,5.069207299966365,None,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
1,1,0,,,,,,Portal,0,j,0.15497619984671474,None,,,,,,,,,,,,,2,0,2,0,0,1,1,0,151.10888510011137,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.14929280010983,152.15958750015125,152.9641266001854,152.94904280011542,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.64979370008223,151.65904020005837,152.15958750015125,152.14923050021753,,,,,,,,2,7,151.09726160019636,151.10888510011137,151.10888510011137,151.10888510011137,151.10888510011137,151.10888510011137,151.10888510011137,151.10888510011137,151.3082103000488,151.3082103000488,151.3082103000488,151.3082103000488,151.3082103000488,151.3082103000488,151.3082103000488,151.29338330007158,151.29343830002472,151.3082103000488,151.3082103000488,151.29357230011374,151.2975053000264,151.3082103000488,151.3082103000488,151.3082103000488,151.3082103000488,151.3082103000488,151.3082103000488,151.3082103000488,151.4924087000545,151.50416650017723,151.50416650017723,151.50416650017723,151.50416650017723,151.50416650017723,151.50416650017723,151.64967160020024,j,0.15497619984671474,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
2,2,0,,,,,,Standard,0,f,0.16189650003798306,None,,,,,,,,,,,,,2,0,2,0,0,2,2,12,152.9641266001854,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.01581580005586,154.02630850020796,,154.8154694000259,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5152064000722,153.52667980012484,,154.01572220004164,,,,,,,,2,7,152.95258940011263,152.9641266001854,152.9641266001854,152.9641266001854,152.9641266001854,152.9641266001854,152.9641266001854,152.9641266001854,153.1638108000625,153.1638108000625,153.1638108000625,153.1638108000625,153.1638108000625,153.1638108000625,153.1638108000625,153.14854450011626,153.14861470018514,153.1638108000625,153.1638108000625,153.14880970004015,153.15228720009327,153.1638108000625,153.1638108000625,153.1638108000625,153.1638108000625,153.1638108000625,153.1638108000625,153.1638108000625,153.34854800021276,153.35964530007914,153.35964530007914,153.35964530007914,153.35964530007914,153.35964530007914,153.35964530007914,153.51508320006542,f,0.16189650003798306,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
3,3,0,,,,,,Standard,0.04,j,0.049205100163817406,None,,,,,,,,,,,,,2,0,2,0,0,3,3,15,154.83117550006136,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.81570080015808,155.8261342002079,156.63014500006102,156.6152668001596,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.31602690019645,155.32621410000138,155.8261342002079,155.81565490015782,,,,,,,,2,7,154.8195094000548,154.83117550006136,154.83117550006136,154.83117550006136,154.83117550006136,154.83117550006136,154.83117550006136,154.83117550006136,155.02622620016336,155.02622620016336,155.02622620016336,155.02622620016336,155.02622620016336,155.02622620016336,155.02622620016336,155.01621930021793,155.01627220003866,155.02622620016336,155.07529620011337,155.06007530004717,155.06370630022138,155.07529620011337,155.07529620011337,155.07529620011337,155.07529620011337,155.07529620011337,155.07529620011337,155.07529620011337,155.25889570009895,155.27066050004214,155.27066050004214,155.27066050004214,155.27066050004214,155.27066050004214,155.27066050004214,155.31588070001453,j,0.049205100163817406,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
4,4,0,,,,,,Barrier,0.04,f,0.10699439980089664,None,,,,,,,,,,,,,2,0,2,0,0,4,4,9,156.63014500006102,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.67100770003162,157.6820063001942,,158.47098030010238,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.17056870018132,157.18153760000132,,157.67089720000513,,,,,,,,2,7,156.61886000004597,156.63014500006102,156.63014500006102,156.63014500006102,156.63014500006102,156.63014500006102,156.63014500006102,156.63014500006102,156.82555600022897,156.82555600022897,156.82555600022897,156.82555600022897,156.82555600022897,156.82555600022897,156.82555600022897,156.8155742001254,156.8156288000755,156.82555600022897,156.87677810015157,156.8601887000259,156.86415960011072,156.87677810015157,156.87677810015157,156.87677810015157,156.87677810015157,156.87677810015157,156.87677810015157,156.87677810015157,157.05873490008526,157.08158610016108,157.08158610016108,157.08158610016108,157.08158610016108,157.08158610016108,157.08158610016108,157.1704474000726,f,0.10699439980089664,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
5,5,0,,,,,,Standard,0.08,j,0.3332785000093281,None,,,,,,,,,,,,,2,0,2,0,0,5,5,16,158.4869654001668,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.78216860000975,159.7927359000314,160.59778860001825,160.58201790018938,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.28250910015777,159.29205140005797,159.7927359000314,159.78210840001702,,,,,,,,2,7,158.47478390019387,158.4869654001668,158.4869654001668,158.4869654001668,158.4869654001668,158.4869654001668,158.4869654001668,158.4869654001668,158.68168940022588,158.68168940022588,158.68168940022588,158.68168940022588,158.68168940022588,158.68168940022588,158.68168940022588,158.67095260019414,158.67100510001183,158.68168940022588,158.7645653001964,158.7487595002167,158.75247030006722,158.7645653001964,158.7645653001964,158.7645653001964,158.7645653001964,158.7645653001964,158.7645653001964,158.7645653001964,158.948266700143,158.95934240007773,158.95934240007773,158.95934240007773,158.95934240007773,158.95934240007773,158.95934240007773,159.2823988001328,j,0.3332785000093281,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
6,6,0,,,,,,Portal,0.08,f,0.01599809993058443,None,,,,,,,,,,,,,2,0,2,0,0,6,6,4,160.59778860001825,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.5816481001675,161.59255800000392,162.39784000022337,162.38241670001298,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.08307180018164,161.0921785000246,161.59255800000392,161.58159930002876,,,,,,,,2,7,160.58576370007358,160.59778860001825,160.59778860001825,160.59778860001825,160.59778860001825,160.59778860001825,160.59778860001825,160.59778860001825,160.79169090022333,160.79169090022333,160.79169090022333,160.79169090022333,160.79169090022333,160.79169090022333,160.79169090022333,160.78104940010235,160.781117600156,160.79169090022333,160.87588240019977,160.85979450005107,160.8638386002276,160.87588240019977,160.87588240019977,160.87588240019977,160.87588240019977,160.87588240019977,160.87588240019977,160.87588240019977,161.05926410015672,161.07045910018496,161.07045910018496,161.07045910018496,161.07045910018496,161.07045910018496,161.07045910018496,161.08292510011233,f,0.01599809993058443,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
7,7,0,,,,,,Standard,0.01,j,0.15397690003737807,None,,,,,,,,,,,,,2,0,2,0,0,7,7,13,162.39784000022337,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.44752900023013,163.45851500006393,164.26376100000925,164.2484627000522,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.94892810005695,162.9582209000364,163.45851500006393,163.4474837000016,,,,,,,,2,7,162.38611810002476,162.39784000022337,162.39784000022337,162.39784000022337,162.39784000022337,162.39784000022337,162.39784000022337,162.39784000022337,162.59263630001806,162.59263630001806,162.59263630001806,162.59263630001806,162.59263630001806,162.59263630001806,162.59263630001806,162.58109590015374,162.58114730007946,162.59263630001806,162.60861840005964,162.59323850017972,162.5969117002096,162.60861840005964,162.60861840005964,162.60861840005964,162.60861840005964,162.60861840005964,162.60861840005964,162.60861840005964,162.79248330020346,162.80275950022042,162.80275950022042,162.80275950022042,162.80275950022042,162.80275950022042,162.80275950022042,162.9488100002054,j,0.15397690003737807,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
