thisN,thisTrialN,thisRepN,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,thisRow.t,notes,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,InstructionScreen.stopped,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,ElementExampleFrame1.started,ternusExampleLeft.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.00420190003933385,0.009941900032572448,0.009941900032572448,47.80720650003059,space,47.787547899992205,None,,,,001,2026-06-15_20h28.47.909,Teamprojekt,,2025.1.0,84.43892024678931,2026-06-15 20h28.55.400867 +0200,
0,0,0,0,0,0,0,,,,,,,,,,47.80754900001921,,,,,,,,,,
