thisN,thisTrialN,thisRepN,conditions_practice,ISI_practice,keyPractice.keys,keyPractice.rt,keyPractice.duration,condition,interstim_interval,key_resp.keys,key_resp.rt,key_resp.duration,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,groupMotionDemo.thisRepN,groupMotionDemo.thisTrialN,groupMotionDemo.thisN,groupMotionDemo.thisIndex,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,thisRow.t,notes,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,InstructionScreen.stopped,direction,exampleFrame1.started,ternusExampleLeft.started,ternusExampleMiddle.started,ternusExampleRight.started,FixationCrossExample.started,ternusExampleLeft.stopped,ternusExampleMiddle.stopped,ternusExampleRight.stopped,FixationCrossExample.stopped,exampleFrame1.stopped,exampleFrame2.started,ternusExampleLeft_2.started,ternusExampleMiddle_2.started,ternusExampleRight_2.started,FixationCrossExample_2.started,ternusExampleLeft_2.stopped,ternusExampleMiddle_2.stopped,ternusExampleRight_2.stopped,FixationCrossExample_2.stopped,exampleFrame2.stopped,blank800.started,FixationCrossBlank800.started,FixationCrossBlank800.stopped,blank800.stopped,elementMotionExplained.started,textElementMotion.started,keyElementMotionExplained.started,elementMotionExplained.stopped,keyElementMotionExplained.keys,keyElementMotionExplained.rt,keyElementMotionExplained.duration,blank160.started,FixationCrossBlank160.started,FixationCrossBlank160.stopped,blank160.stopped,groupMotionExplained.started,textGroupMotion.started,keyGroupMotionExplained.started,groupMotionExplained.stopped,keyGroupMotionExplained.keys,keyGroupMotionExplained.rt,keyGroupMotionExplained.duration,causalColor,practiceFrame1.started,ternusObjLeftPrac.started,ternusObjMiddlePrac.started,ternusObjRightPrac.started,FixationCrossPrac.started,portalLeftPrac.started,portalRightPrac.started,BarrierPrac.started,ternusObjLeftPrac.stopped,ternusObjMiddlePrac.stopped,ternusObjRightPrac.stopped,FixationCrossPrac.stopped,portalLeftPrac.stopped,portalRightPrac.stopped,BarrierPrac.stopped,practiceFrame1.stopped,blankISI_Practice.started,FixationCrossBlankPractice.started,FixationCrossBlankPractice.stopped,blankISI_Practice.stopped,practiceFrame2.started,ternusObjLeftPrac_2.started,ternusObjMiddlePrac_2.started,ternusObjRightPrac_2.started,FixationCrossPrac_2.started,portalLeftPrac_2.started,portalRightPrac_2.started,BarrierPrac_2.started,keyPractice.started,ternusObjLeftPrac_2.stopped,ternusObjMiddlePrac_2.stopped,ternusObjRightPrac_2.stopped,portalLeftPrac_2.stopped,portalRightPrac_2.stopped,BarrierPrac_2.stopped,practiceFrame2.stopped,practiceLoop.keyPractice.keys,practiceLoop.keyPractice.rt,practiceLoop.keyPractice.duration,StartScreen.started,textStartMessage.started,keyStart.started,keyStart.keys,keyStart.rt,keyStart.duration,StartScreen.stopped,ternusFrame1.started,ternusObjLeft.started,ternusObjMiddle.started,ternusObjRight.started,FixationCross.started,portalLeft.started,portalRight.started,Barrier.started,ternusObjLeft.stopped,ternusObjMiddle.stopped,ternusObjRight.stopped,FixationCross.stopped,portalLeft.stopped,portalRight.stopped,Barrier.stopped,ternusFrame1.stopped,blankISI.started,FixationCrossBlank.started,FixationCrossBlank.stopped,blankISI.stopped,ternusFrame2.started,ternusObjLeft_2.started,ternusObjMiddle_2.started,ternusObjRight_2.started,FixationCross_2.started,portalLeft_2.started,portalRight_2.started,Barrier_2.started,key_resp.started,ternusObjLeft_2.stopped,ternusObjMiddle_2.stopped,ternusObjRight_2.stopped,portalLeft_2.stopped,portalRight_2.stopped,Barrier_2.stopped,ternusFrame2.stopped,trialLoop.key_resp.keys,trialLoop.key_resp.rt,trialLoop.key_resp.duration,blockBreak.started,keyBlockContinue.started,textBlockInstructions.started,blockBreak.stopped,blockLoop.keyBlockContinue.keys,blockLoop.keyBlockContinue.rt,blockLoop.keyBlockContinue.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
4,4,0,,,,,,Portal,0.01,j,0.23412789998110384,None,,,,,,,,,,,,,0,0,0,0,0,4,4,1,73.83109019999392,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,74.47652189998189,74.48613219999243,75.28613439999754,75.27520849998109,,,,,,,,,,,,,,,,,,,#1B9E77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.82290069997543,73.83109019999392,73.83109019999392,73.83109019999392,73.83109019999392,73.83109019999392,73.83109019999392,73.83109019999392,74.03171379998093,74.03171379998093,74.03171379998093,74.03171379998093,74.03171379998093,74.03171379998093,74.03171379998093,74.01998410001397,74.02001909998944,74.03171379998093,74.0471481999848,74.03217020002194,74.03845970000839,74.0471481999848,74.0471481999848,74.0471481999848,74.0471481999848,74.0471481999848,74.0471481999848,74.0471481999848,74.23154339997564,74.24267130001681,74.24267130001681,74.24267130001681,74.24267130001681,74.24267130001681,74.24267130001681,74.4764135000296,j,0.23412789998110384,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
5,5,0,,,,,,Standard,0.16,j,0.313186899991706,None,,,,,,,,,,,,,0,0,0,0,0,5,5,17,75.28613439999754,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,76.15323340002215,76.16474829998333,,76.95445570000447,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.27839500003029,75.28613439999754,75.28613439999754,75.28613439999754,75.28613439999754,75.28613439999754,75.28613439999754,75.28613439999754,75.48684530000901,75.48684530000901,75.48684530000901,75.48684530000901,75.48684530000901,75.48684530000901,75.48684530000901,75.47586180001963,75.47589659999358,75.48684530000901,75.64197950001108,75.6312282999861,75.63445680000586,75.64197950001108,75.64197950001108,75.64197950001108,75.64197950001108,75.64197950001108,75.64197950001108,75.64197950001108,75.83127439999953,75.8426124000107,75.8426124000107,75.8426124000107,75.8426124000107,75.8426124000107,75.8426124000107,76.15316410001833,j,0.313186899991706,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
6,6,0,,,,,,Barrier,0.02,f,0.34909470001002774,None,,,,,,,,,,,,,0,0,0,0,0,6,6,8,76.96424820000539,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,77.73200530000031,77.74192940001376,78.5417486000224,78.53080220002448,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9577526000212,76.96424820000539,76.96424820000539,76.96424820000539,76.96424820000539,76.96424820000539,76.96424820000539,76.96424820000539,77.16388040001038,77.16388040001038,77.16388040001038,77.16388040001038,77.16388040001038,77.16388040001038,77.16388040001038,77.15425179997692,77.15430330001982,77.16388040001038,77.18678139999975,77.17638810002245,77.18081450002501,77.18678139999975,77.18678139999975,77.18678139999975,77.18678139999975,77.18678139999975,77.18678139999975,77.18678139999975,77.3757546999841,77.38624459999846,77.38624459999846,77.38624459999846,77.38624459999846,77.38624459999846,77.38624459999846,77.73187660000985,f,0.34909470001002774,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
7,7,0,,,,,,Portal,0.08,j,0.1655765000032261,None,,,,,,,,,,,,,0,0,0,0,0,7,7,4,78.5417486000224,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,79.18748730001971,79.19798300002003,79.99704059999203,79.98669649998192,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.53379900002619,78.5417486000224,78.5417486000224,78.5417486000224,78.5417486000224,78.5417486000224,78.5417486000224,78.5417486000224,78.74208470003214,78.74208470003214,78.74208470003214,78.74208470003214,78.74208470003214,78.74208470003214,78.74208470003214,78.73161339998478,78.73165949998656,78.74208470003214,78.81972329999553,78.80931650003185,78.81369889999041,78.81972329999553,78.81972329999553,78.81972329999553,78.81972329999553,78.81972329999553,78.81972329999553,78.81972329999553,79.00932650000323,79.02038060000632,79.02038060000632,79.02038060000632,79.02038060000632,79.02038060000632,79.02038060000632,79.18738770001801,j,0.1655765000032261,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
8,8,0,,,,,,Standard,0.08,j,0.3301927000284195,None,,,,,,,,,,,,,0,0,0,0,0,8,8,16,79.99704059999203,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,80.79758319997927,80.80929980002111,,81.5981023000204,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9896054000128,79.99704059999203,79.99704059999203,79.99704059999203,79.99704059999203,79.99704059999203,79.99704059999203,79.99704059999203,80.19993340002839,80.19993340002839,80.19993340002839,80.19993340002839,80.19993340002839,80.19993340002839,80.19993340002839,80.18728200002806,80.18733290000819,80.19993340002839,80.27538409997942,80.26474589999998,80.26837870001327,80.27538409997942,80.27538409997942,80.27538409997942,80.27538409997942,80.27538409997942,80.27538409997942,80.27538409997942,80.4642385999905,80.4747120999964,80.4747120999964,80.4747120999964,80.4747120999964,80.4747120999964,80.4747120999964,80.7975058000302,j,0.3301927000284195,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
9,9,0,,,,,,Barrier,0.04,f,0.11918139999033883,None,,,,,,,,,,,,,0,0,0,0,0,9,9,9,81.60810800001491,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,82.16419139999198,82.17561680002837,,82.96436990000075,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.60156049998477,81.60810800001491,81.60810800001491,81.60810800001491,81.60810800001491,81.60810800001491,81.60810800001491,81.60810800001491,81.80898400000297,81.80898400000297,81.80898400000297,81.80898400000297,81.80898400000297,81.80898400000297,81.80898400000297,81.79816700000083,81.79821490001632,81.80898400000297,81.85337379999692,81.8424600000144,81.84658620000118,81.85337379999692,81.85337379999692,81.85337379999692,81.85337379999692,81.85337379999692,81.85337379999692,81.85337379999692,82.04171580000548,82.05359919997863,82.05359919997863,82.05359919997863,82.05359919997863,82.05359919997863,82.05359919997863,82.16390139999567,f,0.11918139999033883,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
10,10,0,,,,,,Portal,0.04,j,0.8560885000042617,None,,,,,,,,,,,,,0,0,0,0,0,10,10,3,82.97460120002506,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,84.25510820001364,84.2636486000265,85.06358670000918,85.05263749998994,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.96745940000983,82.97460120002506,82.97460120002506,82.97460120002506,82.97460120002506,82.97460120002506,82.97460120002506,82.97460120002506,83.17468440002995,83.17468440002995,83.17468440002995,83.17468440002995,83.17468440002995,83.17468440002995,83.17468440002995,83.1641735000303,83.16465250001056,83.17468440002995,83.20829550002236,83.19814380002208,83.20240060001379,83.20829550002236,83.20829550002236,83.20829550002236,83.20829550002236,83.20829550002236,83.20829550002236,83.20829550002236,83.39774220000254,83.40899409999838,83.40899409999838,83.40899409999838,83.40899409999838,83.40899409999838,83.40899409999838,84.25499310001032,j,0.8560885000042617,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
11,11,0,,,,,,Standard,0,f,0.8098072000429966,None,,,,,,,,,,,,,0,0,0,0,0,11,11,12,85.06358670000918,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,86.26516790001187,86.27442959998734,87.07464519998757,87.06447630003095,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.05567780003184,85.06358670000918,85.06358670000918,85.06358670000918,85.06358670000918,85.06358670000918,85.06358670000918,85.06358670000918,85.26370850001695,85.26370850001695,85.26370850001695,85.26370850001695,85.26370850001695,85.26370850001695,85.26370850001695,85.25271319999592,85.2527464000159,85.26370850001695,85.26370850001695,85.25283950002631,85.25588040001458,85.26370850001695,85.26370850001695,85.26370850001695,85.26370850001695,85.26370850001695,85.26370850001695,85.26370850001695,85.45237020001514,85.46463850000873,85.46463850000873,85.46463850000873,85.46463850000873,85.46463850000873,85.46463850000873,86.26506629999494,f,0.8098072000429966,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
12,12,0,,,,,,Barrier,0.08,j,0.9639335999963805,None,,,,,,,,,,,,,0,0,0,0,0,12,12,10,87.07464519998757,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,88.50867030001245,88.51975320000201,89.31876120000379,89.30776110000443,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.067311300023,87.07464519998757,87.07464519998757,87.07464519998757,87.07464519998757,87.07464519998757,87.07464519998757,87.07464519998757,87.27481390000321,87.27481390000321,87.27481390000321,87.27481390000321,87.27481390000321,87.27481390000321,87.27481390000321,87.26440119999461,87.264448300004,87.27481390000321,87.35320720000891,87.34225970000261,87.34652830002597,87.35320720000891,87.35320720000891,87.35320720000891,87.35320720000891,87.35320720000891,87.35320720000891,87.35320720000891,87.54140159999952,87.55308179999702,87.55308179999702,87.55308179999702,87.55308179999702,87.55308179999702,87.55308179999702,88.50860459997784,j,0.9639335999963805,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
13,13,0,,,,,,Standard,0.02,j,0.5295258999685757,None,,,,,,,,,,,,,0,0,0,0,0,13,13,14,89.31876120000379,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,90.26454529998591,90.27422369999113,91.07415619998937,91.0642746000085,,,,,,,,,,,,,,,,,,,#377EB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.31075270002475,89.31876120000379,89.31876120000379,89.31876120000379,89.31876120000379,89.31876120000379,89.31876120000379,89.31876120000379,89.51867880002828,89.51867880002828,89.51867880002828,89.51867880002828,89.51867880002828,89.51867880002828,89.51867880002828,89.50898049998796,89.50902880000649,89.51867880002828,89.54090929997619,89.53022489999421,89.53327459999127,89.54090929997619,89.54090929997619,89.54090929997619,89.54090929997619,89.54090929997619,89.54090929997619,89.54090929997619,89.73082070000237,89.74153050000314,89.74153050000314,89.74153050000314,89.74153050000314,89.74153050000314,89.74153050000314,90.26444920001086,j,0.5295258999685757,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
14,14,0,,,,,,Barrier,0,f,0.6966203000047244,None,,,,,,,,,,,,,0,0,0,0,0,14,14,6,91.07415619998937,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,92.16445380001096,92.17440930003067,92.9740825999761,92.96413300000131,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.06764740002109,91.07415619998937,91.07415619998937,91.07415619998937,91.07415619998937,91.07415619998937,91.07415619998937,91.07415619998937,91.27521170000546,91.27521170000546,91.27521170000546,91.27521170000546,91.27521170000546,91.27521170000546,91.27521170000546,91.26441669999622,91.2644702999969,91.27521170000546,91.27521170000546,91.26458950003143,91.26889050001046,91.27521170000546,91.27521170000546,91.27521170000546,91.27521170000546,91.27521170000546,91.27521170000546,91.27521170000546,91.46392180002294,91.47509229998104,91.47509229998104,91.47509229998104,91.47509229998104,91.47509229998104,91.47509229998104,92.16435189999174,f,0.6966203000047244,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
15,15,0,,,,,,Standard,0.01,j,0.4456568000023253,None,,,,,,,,,,,,,0,0,0,0,0,15,15,13,92.9740825999761,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,93.83007179998094,93.84127019997686,,94.6312365999911,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.96715570002561,92.9740825999761,92.9740825999761,92.9740825999761,92.9740825999761,92.9740825999761,92.9740825999761,92.9740825999761,93.17455470003188,93.17455470003188,93.17455470003188,93.17455470003188,93.17455470003188,93.17455470003188,93.17455470003188,93.1643444999936,93.16439019999234,93.17455470003188,93.18606119998731,93.1748179999995,93.1781155000208,93.18606119998731,93.18606119998731,93.18606119998731,93.18606119998731,93.18606119998731,93.18606119998731,93.18606119998731,93.37418869999237,93.38569740002276,93.38569740002276,93.38569740002276,93.38569740002276,93.38569740002276,93.38569740002276,93.82997680001426,j,0.4456568000023253,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
16,16,0,,,,,,Barrier,0.16,j,1.017542699992191,None,,,,,,,,,,,,,0,0,0,0,0,16,16,11,94.64263900002697,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,96.20765410002787,96.21934379998129,,97.00828290003119,,,,,,,,,,,,,,,,,,,#377EB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.63572299998486,94.64263900002697,94.64263900002697,94.64263900002697,94.64263900002697,94.64263900002697,94.64263900002697,94.64263900002697,94.84170950000407,94.84170950000407,94.84170950000407,94.84170950000407,94.84170950000407,94.84170950000407,94.84170950000407,94.83001720003085,94.83007249998627,94.84170950000407,94.9970869999961,94.98521830001846,94.98873640003148,94.9970869999961,94.9970869999961,94.9970869999961,94.9970869999961,94.9970869999961,94.9970869999961,94.9970869999961,95.18603179999627,95.19711760000791,95.19711760000791,95.19711760000791,95.19711760000791,95.19711760000791,95.19711760000791,96.20755940000527,j,1.017542699992191,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
17,17,0,,,,,,Barrier,0.01,j,0.3531600999995135,None,,,,,,,,,,,,,0,0,0,0,0,17,17,7,97.01894169999287,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,97.77431180002168,97.78599260002375,,98.57512280001538,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.01194639998721,97.01894169999287,97.01894169999287,97.01894169999287,97.01894169999287,97.01894169999287,97.01894169999287,97.01894169999287,97.21923139999853,97.21923139999853,97.21923139999853,97.21923139999853,97.21923139999853,97.21923139999853,97.21923139999853,97.20851490000496,97.20856220001588,97.21923139999853,97.23233670002082,97.21947549999459,97.22376600001007,97.23233670002082,97.23233670002082,97.23233670002082,97.23233670002082,97.23233670002082,97.23233670002082,97.23233670002082,97.41841909999494,97.42970179999247,97.42970179999247,97.42970179999247,97.42970179999247,97.42970179999247,97.42970179999247,97.77424459997565,j,0.3531600999995135,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
0,0,0,,,,,,Standard,0.08,j,0.46422280004480854,None,,,,,,,,,,,,,1,0,1,0,0,0,0,16,112.45826809998835,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,113.39696839998942,113.40655080002034,114.20650460000616,114.19656960002612,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.45164590002969,112.45826809998835,112.45826809998835,112.45826809998835,112.45826809998835,112.45826809998835,112.45826809998835,112.45826809998835,112.66220730001805,112.66220730001805,112.66220730001805,112.66220730001805,112.66220730001805,112.66220730001805,112.66220730001805,112.65159329999005,112.65164070000174,112.66220730001805,112.74144090001937,112.72931309998967,112.73300499998732,112.74144090001937,112.74144090001937,112.74144090001937,112.74144090001937,112.74144090001937,112.74144090001937,112.74144090001937,112.92981030000374,112.94011670001782,112.94011670001782,112.94011670001782,112.94011670001782,112.94011670001782,112.94011670001782,113.39686330000404,j,0.46422280004480854,None,98.59225669997977,98.5965545999934,98.5965545999934,112.44133050000528,space,13.841011399985291,None,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
1,1,0,,,,,,Standard,0.01,j,0.9300629000063054,None,,,,,,,,,,,,,1,0,1,0,0,1,1,13,114.20650460000616,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,115.5413186000078,115.55090780003229,116.35131479997654,116.3414274000097,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.19981870002812,114.20650460000616,114.20650460000616,114.20650460000616,114.20650460000616,114.20650460000616,114.20650460000616,114.20650460000616,114.40745140000945,114.40745140000945,114.40745140000945,114.40745140000945,114.40745140000945,114.40745140000945,114.40745140000945,114.39681340003153,114.39686189999338,114.40745140000945,114.41856570000527,114.40768200001912,114.41127229999984,114.41856570000527,114.41856570000527,114.41856570000527,114.41856570000527,114.41856570000527,114.41856570000527,114.41856570000527,114.60650609998265,114.61857160000363,114.61857160000363,114.61857160000363,114.61857160000363,114.61857160000363,114.61857160000363,115.54121609998401,j,0.9300629000063054,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
2,2,0,,,,,,Standard,0,j,0.31547989998944104,None,,,,,,,,,,,,,1,0,1,0,0,2,2,12,116.35131479997654,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,117.06401039997581,117.07411200000206,117.87300989998039,117.86312960000942,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.34528639999917,116.35131479997654,116.35131479997654,116.35131479997654,116.35131479997654,116.35131479997654,116.35131479997654,116.35131479997654,116.55184690002352,116.55184690002352,116.55184690002352,116.55184690002352,116.55184690002352,116.55184690002352,116.55184690002352,116.5410542000318,116.54110010003205,116.55184690002352,116.55184690002352,116.54121990001295,116.54475439997623,116.55184690002352,116.55184690002352,116.55184690002352,116.55184690002352,116.55184690002352,116.55184690002352,116.55184690002352,116.73982720001368,116.75116639997577,116.75116639997577,116.75116639997577,116.75116639997577,116.75116639997577,116.75116639997577,117.06388869998045,j,0.31547989998944104,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
3,3,0,,,,,,Barrier,0.16,f,0.585239999985788,None,,,,,,,,,,,,,1,0,1,0,0,3,3,11,117.87300989998039,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,119.00662589998683,119.01848720002454,,119.80790200002957,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.86613690003287,117.87300989998039,117.87300989998039,117.87300989998039,117.87300989998039,117.87300989998039,117.87300989998039,117.87300989998039,118.07406220003031,118.07406220003031,118.07406220003031,118.07406220003031,118.07406220003031,118.07406220003031,118.07406220003031,118.06316670001252,118.06321340001887,118.07406220003031,118.2286317999824,118.2186698000296,118.22276079998119,118.2286317999824,118.2286317999824,118.2286317999824,118.2286317999824,118.2286317999824,118.2286317999824,118.2286317999824,118.41847279999638,118.42859010002576,118.42859010002576,118.42859010002576,118.42859010002576,118.42859010002576,118.42859010002576,119.00656050001271,f,0.585239999985788,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
4,4,0,,,,,,Barrier,0.04,f,0.7405633000307716,None,,,,,,,,,,,,,1,0,1,0,0,4,4,9,119.82034520001616,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,120.9956746000098,121.00759110000217,,121.79608589998679,,,,,,,,,,,,,,,,,,,#1B9E77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.81133579998277,119.82034520001616,119.82034520001616,119.82034520001616,119.82034520001616,119.82034520001616,119.82034520001616,119.82034520001616,120.01732879999327,120.01732879999327,120.01732879999327,120.01732879999327,120.01732879999327,120.01732879999327,120.01732879999327,120.00768119998975,120.00773339997977,120.01732879999327,120.06229809997603,120.05194139998639,120.05535330000566,120.06229809997603,120.06229809997603,120.06229809997603,120.06229809997603,120.06229809997603,120.06229809997603,120.06229809997603,120.25281929998891,120.26172509999014,120.26172509999014,120.26172509999014,120.26172509999014,120.26172509999014,120.26172509999014,120.99560550000751,f,0.7405633000307716,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
5,5,0,,,,,,Portal,0.02,f,0.6963588999933563,None,,,,,,,,,,,,,1,0,1,0,0,5,5,2,121.80610929999966,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,122.91868790000444,122.92879370000446,123.72932689997833,123.71833170001628,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8000699999975,121.80610929999966,121.80610929999966,121.80610929999966,121.80610929999966,121.80610929999966,121.80610929999966,121.80610929999966,122.00709339999594,122.00709339999594,122.00709339999594,122.00709339999594,122.00709339999594,122.00709339999594,122.00709339999594,121.99529320001602,121.99532729998464,122.00709339999594,122.03127390000736,122.01866619999055,122.02382080000825,122.03127390000736,122.03127390000736,122.03127390000736,122.03127390000736,122.03127390000736,122.03127390000736,122.03127390000736,122.21834169997601,122.2293989000027,122.2293989000027,122.2293989000027,122.2293989000027,122.2293989000027,122.2293989000027,122.91858450003201,f,0.6963588999933563,None,,,,,,,,,001,2026-06-16_21h42.28.547,Teamprojekt,,2025.1.0,87.40135663170136,2026-06-16 21h42.33.186279 +0200,
