thisN,thisTrialN,thisRepN,conditions_practice,ISI_practice,keyPractice.keys,keyPractice.rt,keyPractice.duration,condition,interstim_interval,key_resp.keys,key_resp.rt,key_resp.duration,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,groupMotionDemo.thisRepN,groupMotionDemo.thisTrialN,groupMotionDemo.thisN,groupMotionDemo.thisIndex,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,thisRow.t,notes,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,InstructionScreen.stopped,direction,exampleFrame1.started,ternusExampleLeft.started,ternusExampleMiddle.started,ternusExampleRight.started,FixationCrossExample.started,ternusExampleLeft.stopped,ternusExampleMiddle.stopped,ternusExampleRight.stopped,FixationCrossExample.stopped,exampleFrame1.stopped,exampleFrame2.started,ternusExampleLeft_2.started,ternusExampleMiddle_2.started,ternusExampleRight_2.started,FixationCrossExample_2.started,ternusExampleLeft_2.stopped,ternusExampleMiddle_2.stopped,ternusExampleRight_2.stopped,FixationCrossExample_2.stopped,exampleFrame2.stopped,blank800.started,FixationCrossBlank800.started,FixationCrossBlank800.stopped,blank800.stopped,elementMotionExplained.started,textElementMotion.started,keyElementMotionExplained.started,elementMotionExplained.stopped,keyElementMotionExplained.keys,keyElementMotionExplained.rt,keyElementMotionExplained.duration,blank160.started,FixationCrossBlank160.started,FixationCrossBlank160.stopped,blank160.stopped,groupMotionExplained.started,textGroupMotion.started,keyGroupMotionExplained.started,groupMotionExplained.stopped,keyGroupMotionExplained.keys,keyGroupMotionExplained.rt,keyGroupMotionExplained.duration,causalColor,practiceFrame1.started,ternusObjLeftPrac.started,ternusObjMiddlePrac.started,ternusObjRightPrac.started,FixationCrossPrac.started,portalLeftPrac.started,portalRightPrac.started,BarrierPrac.started,ternusObjLeftPrac.stopped,ternusObjMiddlePrac.stopped,ternusObjRightPrac.stopped,FixationCrossPrac.stopped,portalLeftPrac.stopped,portalRightPrac.stopped,BarrierPrac.stopped,practiceFrame1.stopped,blankISI_Practice.started,FixationCrossBlankPractice.started,FixationCrossBlankPractice.stopped,blankISI_Practice.stopped,practiceFrame2.started,keyPractice.started,ternusObjLeftPrac_2.started,ternusObjMiddlePrac_2.started,ternusObjRightPrac_2.started,FixationCrossPrac_2.started,portalLeftPrac_2.started,portalRightPrac_2.started,BarrierPrac_2.started,ternusObjLeftPrac_2.stopped,ternusObjMiddlePrac_2.stopped,ternusObjRightPrac_2.stopped,portalLeftPrac_2.stopped,portalRightPrac_2.stopped,BarrierPrac_2.stopped,practiceFrame2.stopped,practiceLoop.keyPractice.keys,practiceLoop.keyPractice.rt,practiceLoop.keyPractice.duration,StartScreen.started,textStartMessage.started,keyStart.started,keyStart.keys,keyStart.rt,keyStart.duration,StartScreen.stopped,ternusFrame1.started,ternusObjLeft.started,ternusObjMiddle.started,ternusObjRight.started,FixationCross.started,portalLeft.started,portalRight.started,Barrier.started,ternusObjLeft.stopped,ternusObjMiddle.stopped,ternusObjRight.stopped,FixationCross.stopped,portalLeft.stopped,portalRight.stopped,Barrier.stopped,ternusFrame1.stopped,blankISI.started,FixationCrossBlank.started,FixationCrossBlank.stopped,blankISI.stopped,ternusFrame2.started,key_resp.started,ternusObjLeft_2.started,ternusObjMiddle_2.started,ternusObjRight_2.started,FixationCross_2.started,portalLeft_2.started,portalRight_2.started,Barrier_2.started,ternusObjLeft_2.stopped,ternusObjMiddle_2.stopped,ternusObjRight_2.stopped,portalLeft_2.stopped,portalRight_2.stopped,Barrier_2.stopped,ternusFrame2.stopped,trialLoop.key_resp.keys,trialLoop.key_resp.rt,trialLoop.key_resp.duration,blockBreak.started,keyBlockContinue.started,textBlockInstructions.started,blockBreak.stopped,blockLoop.keyBlockContinue.keys,blockLoop.keyBlockContinue.rt,blockLoop.keyBlockContinue.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033048000186681747,0.009339200041722506,0.9928239000146277,space,0.12490370002342388,None,1.1335777000058442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
0,0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,1.1403888000058942,,,,,,,,,LR,1.1344589000218548,1.1403888000058942,1.1403888000058942,1.1403888000058942,1.1403888000058942,1.337403700046707,1.337403700046707,1.337403700046707,1.337403700046707,1.3261534000048414,1.326477300026454,1.337403700046707,1.337403700046707,1.337403700046707,1.337403700046707,1.537039700022433,1.537039700022433,1.537039700022433,1.537039700022433,1.527595499996096,1.5276452000252903,1.537039700022433,2.3369888000306673,2.3278353000059724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
1,0,1,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,2.3369888000306673,,,,,,,,,LR,2.3285244000144303,2.3369888000306673,2.3369888000306673,2.3369888000306673,2.3369888000306673,2.5369218999985605,2.5369218999985605,2.5369218999985605,2.5369218999985605,2.528014100040309,2.5284241000190377,2.5369218999985605,2.5369218999985605,2.5369218999985605,2.5369218999985605,2.737030800024513,2.737030800024513,2.737030800024513,2.737030800024513,2.726466900028754,2.7265008999966085,2.737030800024513,,3.526893200003542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
2,0,2,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,3.537996100028977,,,,,,,,,LR,3.5275215000147,3.537996100028977,3.537996100028977,3.537996100028977,3.537996100028977,3.7368909000069834,3.7368909000069834,3.7368909000069834,3.7368909000069834,3.7259795000427403,3.726320800022222,3.7368909000069834,3.7368909000069834,3.7368909000069834,3.7368909000069834,3.9380813000025228,3.9380813000025228,3.9380813000025228,3.9380813000025228,3.9269929000292905,3.927032900042832,3.9380813000025228,4.737812200037297,4.7268748000497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
3,0,3,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,4.737812200037297,,,,,,,,,LR,4.727498600026593,4.737812200037297,4.737812200037297,4.737812200037297,4.737812200037297,4.93798849999439,4.93798849999439,4.93798849999439,4.93798849999439,4.9260301000322215,4.926382000034209,4.93798849999439,4.93798849999439,4.93798849999439,4.93798849999439,5.137452800001483,5.137452800001483,5.137452800001483,5.137452800001483,5.12645020004129,5.126501700025983,5.137452800001483,5.937785100017209,5.925897300010547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.925980800006073,5.937785100017209,6.426968900021166,6.759725800016895,space,0.3277529000188224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
0,0,0,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,6.7710676999995485,,,,,,,,,LR,6.760425400047097,6.7710676999995485,6.7710676999995485,6.7710676999995485,6.7710676999995485,6.971016600029543,6.971016600029543,6.971016600029543,6.971016600029543,6.960124900040682,7.116405200038571,7.125633000046946,7.125633000046946,7.125633000046946,7.125633000046946,7.326167599996552,7.326167599996552,7.326167599996552,7.326167599996552,7.315225600032136,7.315292000013869,7.326167599996552,8.12568719999399,8.115220200037584,,,,,,,,6.960168400022667,6.971016600029543,7.125633000046946,7.116034700011369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
1,0,1,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,8.12568719999399,,,,,,,,,LR,8.115709600038826,8.12568719999399,8.12568719999399,8.12568719999399,8.12568719999399,8.325471799995285,8.325471799995285,8.325471799995285,8.325471799995285,8.316020300029777,8.47091240005102,8.481488200020976,8.481488200020976,8.481488200020976,8.481488200020976,8.681603100034408,8.681603100034408,8.681603100034408,8.681603100034408,8.670226200018078,8.67025950003881,8.681603100034408,9.481854900019243,9.470163499994669,,,,,,,,8.316053999995347,8.325471799995285,8.481488200020976,8.470394100004341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
2,0,2,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,9.481854900019243,,,,,,,,,RL,9.470819600042887,9.481854900019243,9.481854900019243,9.481854900019243,9.481854900019243,9.682048999995459,9.682048999995459,9.682048999995459,9.682048999995459,9.670659199997317,9.826122500002384,9.83654300001217,9.83654300001217,9.83654300001217,9.83654300001217,10.037220900005195,10.037220900005195,10.037220900005195,10.037220900005195,10.027820000017527,10.027856400003657,10.037220900005195,10.836912200029474,10.826543700008187,,,,,,,,9.670692800020333,9.682048999995459,9.83654300001217,9.825791800045408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
3,0,3,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,10.836912200029474,,,,,,,,,LR,10.827270100009628,10.836912200029474,10.836912200029474,10.836912200029474,10.836912200029474,11.037990500044543,11.037990500044543,11.037990500044543,11.037990500044543,11.025869200006127,11.182180800009519,11.192284300050233,11.192284300050233,11.192284300050233,11.192284300050233,11.392431100015529,11.392431100015529,11.392431100015529,11.392431100015529,11.381123800005298,11.381170500011649,11.392431100015529,,12.182555500010494,,,,,,,,11.025916400016285,11.037990500044543,11.192284300050233,11.181686500029173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.182725900027435,12.19218200002797,12.6816202000482,18.580979800026398,space,5.894950699992478,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
0,0,0,Barrier,0.08,f,2.1785430000163615,None,,,,,,,,,,,,,,0,0,0,6,,,,,,,,,18.595841700036544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05905999999959,21.06934430002002,21.86921890004305,21.8584229000262,,,,,,,,,,,,,,,,,,,red,18.589267900038976,18.595841700036544,18.595841700036544,18.595841700036544,18.595841700036544,18.595841700036544,18.595841700036544,18.595841700036544,18.79257620003773,18.79257620003773,18.79257620003773,18.79257620003773,18.79257620003773,18.79257620003773,18.79257620003773,18.78139410004951,18.781453100033104,18.79257620003773,18.8693991000182,18.85966430004919,18.861118600005284,18.8693991000182,18.8693991000182,18.8693991000182,18.8693991000182,18.8693991000182,18.8693991000182,18.8693991000182,18.8693991000182,19.070606200024486,19.070606200024486,19.070606200024486,19.070606200024486,19.070606200024486,19.070606200024486,21.058968400000595,f,2.1785430000163615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
1,1,0,Portal,0.16,j,1.0861248000292107,None,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,21.86921890004305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.31396580004366,23.325930499995593,24.124701699998695,24.11378610000247,,,,,,,,,,,,,,,,,,,blue,21.86028730001999,21.86921890004305,21.86921890004305,21.86921890004305,21.86921890004305,21.86921890004305,21.86921890004305,21.86921890004305,22.06941039999947,22.06941039999947,22.06941039999947,22.06941039999947,22.06941039999947,22.06941039999947,22.06941039999947,22.059296100051142,22.059329500014428,22.06941039999947,22.224835700006224,22.215153600031044,22.21654789999593,22.224835700006224,22.224835700006224,22.224835700006224,22.224835700006224,22.224835700006224,22.224835700006224,22.224835700006224,22.224835700006224,22.425387600029353,22.425387600029353,22.425387600029353,22.425387600029353,22.425387600029353,22.425387600029353,23.313902500027325,j,1.0861248000292107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
2,2,0,Standard,0.08,f,0.9952092999592423,None,,,,,,,,,,,,,,0,2,2,10,,,,,,,,,24.124701699998695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.402737600030378,25.413761600037105,,26.2039061000105,,,,,,,,,,,,,,,,,,,purple,24.115152000042144,24.124701699998695,24.124701699998695,24.124701699998695,24.124701699998695,24.124701699998695,24.124701699998695,24.124701699998695,24.325648300000466,24.325648300000466,24.325648300000466,24.325648300000466,24.325648300000466,24.325648300000466,24.325648300000466,24.316210800025146,24.316245800000615,24.325648300000466,24.40339390002191,24.391643800016027,24.393287700018845,24.40339390002191,24.40339390002191,24.40339390002191,24.40339390002191,24.40339390002191,24.40339390002191,24.40339390002191,24.40339390002191,24.602462800045032,24.602462800045032,24.602462800045032,24.602462800045032,24.602462800045032,24.602462800045032,25.402673300006427,f,0.9952092999592423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
3,3,0,Standard,0,j,0.5729382000281475,None,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,26.213629000005312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.99217750004027,27.00314410001738,,27.79248380003264,,,,,,,,,,,,,,,,,,,green,26.205284400028177,26.213629000005312,26.213629000005312,26.213629000005312,26.213629000005312,26.213629000005312,26.213629000005312,26.213629000005312,26.413380500045605,26.413380500045605,26.413380500045605,26.413380500045605,26.413380500045605,26.413380500045605,26.413380500045605,26.403695000044536,26.403741899994202,26.413380500045605,26.413380500045605,26.403854900039732,26.40540280001005,26.413380500045605,26.413380500045605,26.413380500045605,26.413380500045605,26.413380500045605,26.413380500045605,26.413380500045605,26.413380500045605,26.61444269999629,26.61444269999629,26.61444269999629,26.61444269999629,26.61444269999629,26.61444269999629,26.9920822000131,j,0.5729382000281475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
4,4,0,Portal,0.02,f,0.5674927999498323,None,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,27.80222930002492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.603401400032453,28.61395490000723,29.414021800039336,29.40291560004698,,,,,,,,,,,,,,,,,,,magenta,27.794354200013913,27.80222930002492,27.80222930002492,27.80222930002492,27.80222930002492,27.80222930002492,27.80222930002492,27.80222930002492,28.0024028000189,28.0024028000189,28.0024028000189,28.0024028000189,28.0024028000189,28.0024028000189,28.0024028000189,27.992023800034076,27.992060300020967,28.0024028000189,28.024504200031515,28.015559700026643,28.01732650003396,28.024504200031515,28.024504200031515,28.024504200031515,28.024504200031515,28.024504200031515,28.024504200031515,28.024504200031515,28.024504200031515,28.224685600027442,28.224685600027442,28.224685600027442,28.224685600027442,28.224685600027442,28.224685600027442,28.603337200009264,f,0.5674927999498323,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
5,5,0,Barrier,0,j,0.5543972999439575,None,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,29.414021800039336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.169167400046717,30.179924500000197,,30.970197000016924,,,,,,,,,,,,,,,,,,,blue,29.404618100030348,29.414021800039336,29.414021800039336,29.414021800039336,29.414021800039336,29.414021800039336,29.414021800039336,29.414021800039336,29.61364420002792,29.61364420002792,29.61364420002792,29.61364420002792,29.61364420002792,29.61364420002792,29.61364420002792,29.602423000033014,29.602457300003152,29.61364420002792,29.61364420002792,29.60255380003946,29.603922600043006,29.61364420002792,29.61364420002792,29.61364420002792,29.61364420002792,29.61364420002792,29.61364420002792,29.61364420002792,29.61364420002792,29.81452110002283,29.81452110002283,29.81452110002283,29.81452110002283,29.81452110002283,29.81452110002283,30.169103800028097,j,0.5543972999439575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
6,6,0,Barrier,0.16,j,0.4324948000139557,None,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,30.980028100020718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.769074000010733,31.781182100006845,,32.57025160000194,,,,,,,,,,,,,,,,,,,magenta,30.972109900030773,30.980028100020718,30.980028100020718,30.980028100020718,30.980028100020718,30.980028100020718,30.980028100020718,30.980028100020718,31.179900000046473,31.179900000046473,31.179900000046473,31.179900000046473,31.179900000046473,31.179900000046473,31.179900000046473,31.170042700017802,31.170091000036336,31.179900000046473,31.335748200013768,31.32574460003525,31.327157000021543,31.335748200013768,31.335748200013768,31.335748200013768,31.335748200013768,31.335748200013768,31.335748200013768,31.335748200013768,31.335748200013768,31.535529900051188,31.535529900051188,31.535529900051188,31.535529900051188,31.535529900051188,31.535529900051188,31.76900970004499,j,0.4324948000139557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
7,7,0,Standard,0.02,f,0.5685655000270344,None,,,,,,,,,,,,,,0,7,7,9,,,,,,,,,32.58014970005024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.38031950005097,33.391016700014006,34.191035100026056,34.1801201000344,,,,,,,,,,,,,,,,,,,orange,32.57168720004847,32.58014970005024,32.58014970005024,32.58014970005024,32.58014970005024,32.58014970005024,32.58014970005024,32.58014970005024,32.780474700033665,32.780474700033665,32.780474700033665,32.780474700033665,32.780474700033665,32.780474700033665,32.780474700033665,32.76990140002454,32.769951900001615,32.780474700033665,32.80197810003301,32.79174900002545,32.79331170005025,32.80197810003301,32.80197810003301,32.80197810003301,32.80197810003301,32.80197810003301,32.80197810003301,32.80197810003301,32.80197810003301,33.00212870002724,33.00212870002724,33.00212870002724,33.00212870002724,33.00212870002724,33.00212870002724,33.38021710002795,f,0.5685655000270344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
8,8,0,Standard,0.16,j,0.6186359999701381,None,,,,,,,,,,,,,,0,8,8,11,,,,,,,,,34.191035100026056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.169112500036135,35.18080190004548,,35.970799700007774,,,,,,,,,,,,,,,,,,,red,34.18180140003096,34.191035100026056,34.191035100026056,34.191035100026056,34.191035100026056,34.191035100026056,34.191035100026056,34.191035100026056,34.39225330000045,34.39225330000045,34.39225330000045,34.39225330000045,34.39225330000045,34.39225330000045,34.39225330000045,34.38088820001576,34.38095449999673,34.39225330000045,34.54633770004148,34.53614969999762,34.53777210001135,34.54633770004148,34.54633770004148,34.54633770004148,34.54633770004148,34.54633770004148,34.54633770004148,34.54633770004148,34.54633770004148,34.74726240005111,34.74726240005111,34.74726240005111,34.74726240005111,34.74726240005111,34.74726240005111,35.16902250004932,j,0.6186359999701381,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
9,9,0,Portal,0,f,0.5642007000278682,None,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,35.9804020000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.746627400047146,36.75812130002305,37.55744610005058,37.546346999995876,,,,,,,,,,,,,,,,,,,red,35.9729362000362,35.9804020000156,35.9804020000156,35.9804020000156,35.9804020000156,35.9804020000156,35.9804020000156,35.9804020000156,36.18004830001155,36.18004830001155,36.18004830001155,36.18004830001155,36.18004830001155,36.18004830001155,36.18004830001155,36.17006700002821,36.170107800047845,36.18004830001155,36.18004830001155,36.1702264000196,36.1716199000366,36.18004830001155,36.18004830001155,36.18004830001155,36.18004830001155,36.18004830001155,36.18004830001155,36.18004830001155,36.18004830001155,36.38034990004962,36.38034990004962,36.38034990004962,36.38034990004962,36.38034990004962,36.38034990004962,36.74656400003005,f,0.5642007000278682,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
10,10,0,Portal,0.08,j,0.5585709000006318,None,,,,,,,,,,,,,,0,10,10,2,,,,,,,,,37.55744610005058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.402198099996895,38.41284000000451,,39.20266619999893,,,,,,,,,,,,,,,,,,,red,37.54770190001,37.55744610005058,37.55744610005058,37.55744610005058,37.55744610005058,37.55744610005058,37.55744610005058,37.55744610005058,37.75744080002187,37.75744080002187,37.75744080002187,37.75744080002187,37.75744080002187,37.75744080002187,37.75744080002187,37.747248700005,37.74728290003259,37.75744080002187,37.835844100045506,37.8241163000348,37.825553100032266,37.835844100045506,37.835844100045506,37.835844100045506,37.835844100045506,37.835844100045506,37.835844100045506,37.835844100045506,37.835844100045506,38.03534070000751,38.03534070000751,38.03534070000751,38.03534070000751,38.03534070000751,38.03534070000751,38.40213230001973,j,0.5585709000006318,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
11,11,0,Barrier,0.02,j,0.46532469999510795,None,,,,,,,,,,,,,,0,11,11,5,,,,,,,,,39.21273359999759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.90218020003522,39.912820200028364,,40.70289640000556,,,,,,,,,,,,,,,,,,,orange,39.204083600023296,39.21273359999759,39.21273359999759,39.21273359999759,39.21273359999759,39.21273359999759,39.21273359999759,39.21273359999759,39.41289790003793,39.41289790003793,39.41289790003793,39.41289790003793,39.41289790003793,39.41289790003793,39.41289790003793,39.40331389999483,39.40335060004145,39.41289790003793,39.43502930004615,39.42537630000152,39.42739550000988,39.43502930004615,39.43502930004615,39.43502930004615,39.43502930004615,39.43502930004615,39.43502930004615,39.43502930004615,39.43502930004615,39.63648970000213,39.63648970000213,39.63648970000213,39.63648970000213,39.63648970000213,39.63648970000213,39.902084500005,j,0.46532469999510795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.70301630004542,40.71282010001596,41.20158400002401,space,4.342632299987599,None,45.54753270000219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_19h40.02.232,Teamprojekt,,2025.1.0,84.83339991324549,2026-06-16 19h40.06.343761 +0200,
