thisN,thisTrialN,thisRepN,conditions_practice,ISI_practice,keyPractice.keys,keyPractice.rt,keyPractice.duration,condition,interstim_interval,key_resp.keys,key_resp.rt,key_resp.duration,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,groupMotionDemo.thisRepN,groupMotionDemo.thisTrialN,groupMotionDemo.thisN,groupMotionDemo.thisIndex,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,thisRow.t,notes,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,InstructionScreen.stopped,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,direction,exampleFrame1.started,ternusExampleLeft.started,ternusExampleMiddle.started,ternusExampleRight.started,FixationCrossExample.started,ternusExampleLeft.stopped,ternusExampleMiddle.stopped,ternusExampleRight.stopped,FixationCrossExample.stopped,exampleFrame1.stopped,exampleFrame2.started,ternusExampleLeft_2.started,ternusExampleMiddle_2.started,ternusExampleRight_2.started,FixationCrossExample_2.started,ternusExampleLeft_2.stopped,ternusExampleMiddle_2.stopped,ternusExampleRight_2.stopped,FixationCrossExample_2.stopped,exampleFrame2.stopped,blank800.started,FixationCrossBlank800.started,FixationCrossBlank800.stopped,blank800.stopped,elementMotionExplained.started,textElementMotion.started,keyElementMotionExplained.started,elementMotionExplained.stopped,keyElementMotionExplained.keys,keyElementMotionExplained.rt,keyElementMotionExplained.duration,blank160.started,FixationCrossBlank160.started,FixationCrossBlank160.stopped,blank160.stopped,groupMotionExplained.started,textGroupMotion.started,keyGroupMotionExplained.started,groupMotionExplained.stopped,keyGroupMotionExplained.keys,keyGroupMotionExplained.rt,keyGroupMotionExplained.duration,causalColor,practiceFrame1.started,ternusObjLeftPrac.started,ternusObjMiddlePrac.started,ternusObjRightPrac.started,FixationCrossPrac.started,portalLeftPrac.started,portalRightPrac.started,BarrierPrac.started,ternusObjLeftPrac.stopped,ternusObjMiddlePrac.stopped,ternusObjRightPrac.stopped,FixationCrossPrac.stopped,portalLeftPrac.stopped,portalRightPrac.stopped,BarrierPrac.stopped,practiceFrame1.stopped,blankISI_Practice.started,FixationCrossBlankPractice.started,FixationCrossBlankPractice.stopped,blankISI_Practice.stopped,practiceFrame2.started,keyPractice.started,ternusObjLeftPrac_2.started,ternusObjMiddlePrac_2.started,ternusObjRightPrac_2.started,FixationCrossPrac_2.started,portalLeftPrac_2.started,portalRightPrac_2.started,BarrierPrac_2.started,ternusObjLeftPrac_2.stopped,ternusObjMiddlePrac_2.stopped,ternusObjRightPrac_2.stopped,portalLeftPrac_2.stopped,portalRightPrac_2.stopped,BarrierPrac_2.stopped,practiceFrame2.stopped,practiceLoop.keyPractice.keys,practiceLoop.keyPractice.rt,practiceLoop.keyPractice.duration,StartScreen.started,textStartMessage.started,keyStart.started,StartScreen.stopped,keyStart.keys,keyStart.rt,keyStart.duration,ternusFrame1.started,ternusObjLeft.started,ternusObjMiddle.started,ternusObjRight.started,FixationCross.started,portalLeft.started,portalRight.started,Barrier.started,ternusObjLeft.stopped,ternusObjMiddle.stopped,ternusObjRight.stopped,FixationCross.stopped,portalLeft.stopped,portalRight.stopped,Barrier.stopped,ternusFrame1.stopped,blankISI.started,FixationCrossBlank.started,FixationCrossBlank.stopped,blankISI.stopped,ternusFrame2.started,key_resp.started,ternusObjLeft_2.started,ternusObjMiddle_2.started,ternusObjRight_2.started,FixationCross_2.started,portalLeft_2.started,portalRight_2.started,Barrier_2.started,ternusObjLeft_2.stopped,ternusObjMiddle_2.stopped,ternusObjRight_2.stopped,portalLeft_2.stopped,portalRight_2.stopped,Barrier_2.stopped,ternusFrame2.stopped,trialLoop.key_resp.keys,trialLoop.key_resp.rt,trialLoop.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,9,0,Portal,0.02,f,0.6447301000007428,None,,,,,,,,,,,,,,0,9,9,1,,,,,,,,,56.400199400028214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.07853230001638,58.09011960000498,58.89073939999798,58.87847480003256,,,,,,,,,,,,,,,,,,,#F781BF,56.393419500032905,56.400199400028214,56.400199400028214,56.400199400028214,56.400199400028214,56.400199400028214,56.400199400028214,56.400199400028214,57.400223100034054,57.400223100034054,57.400223100034054,57.400223100034054,57.400223100034054,57.400223100034054,57.400223100034054,57.39049580000574,57.39054250001209,57.400223100034054,57.42335510003613,57.41244510002434,57.41585720004514,57.42335510003613,57.42335510003613,57.42335510003613,57.42335510003613,57.42335510003613,57.42335510003613,57.42335510003613,57.42335510003613,,,,,,,58.07846490002703,f,0.6447301000007428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
10,10,0,Barrier,0,j,1.271412500005681,None,,,,,,,,,,,,,,0,10,10,4,,,,,,,,,58.89073939999798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1687589000212,61.17792929999996,61.978223800018895,61.966741500014905,,,,,,,,,,,,,,,,,,,#FF7F00,58.8820032000076,58.89073939999798,58.89073939999798,58.89073939999798,58.89073939999798,58.89073939999798,58.89073939999798,58.89073939999798,59.888974600005895,59.888974600005895,59.888974600005895,59.888974600005895,59.888974600005895,59.888974600005895,59.888974600005895,59.879162100027315,59.87921040004585,59.888974600005895,59.888974600005895,59.879316900041886,59.882635900052264,59.888974600005895,59.888974600005895,59.888974600005895,59.888974600005895,59.888974600005895,59.888974600005895,59.888974600005895,59.888974600005895,60.88987100002123,60.88987100002123,60.88987100002123,60.88987100002123,60.88987100002123,60.88987100002123,61.16869330004556,j,1.271412500005681,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
11,11,0,Barrier,0.08,f,0.5004887999966741,None,,,,,,,,,,,,,,0,11,11,6,,,,,,,,,61.978223800018895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.557067000016104,63.566558100050315,64.36667320004199,64.35663049999857,,,,,,,,,,,,,,,,,,,#4DAF4A,61.969558600045275,61.978223800018895,61.978223800018895,61.978223800018895,61.978223800018895,61.978223800018895,61.978223800018895,61.978223800018895,62.977731899998616,62.977731899998616,62.977731899998616,62.977731899998616,62.977731899998616,62.977731899998616,62.977731899998616,62.96695260005072,62.966990900051314,62.977731899998616,63.05552740005078,63.044567100005224,63.047736200038344,63.05552740005078,63.05552740005078,63.05552740005078,63.05552740005078,63.05552740005078,63.05552740005078,63.05552740005078,63.05552740005078,,,,,,,63.556965600000694,f,0.5004887999966741,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35678230004851,64.36667320004199,64.85556480003288,66.30087580002146,space,1.4374554000096396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
0,0,0,,,,,,Portal,0.08,j,1.6432680999860168,None,,,,,,,,,,,,,0,0,0,0,0,0,0,4,66.31788820005022,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,69.05695590004325,69.0668453000253,69.86716110003181,69.8564752000384,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.31059860001551,66.31788820005022,66.31788820005022,66.31788820005022,66.31788820005022,66.31788820005022,66.31788820005022,66.31788820005022,67.32193010003539,67.32193010003539,67.32193010003539,67.32193010003539,67.32193010003539,67.32193010003539,67.32193010003539,67.31208370003151,67.31211840000469,67.32193010003539,67.4032030000235,67.38882870000089,67.39413319999585,67.4032030000235,67.4032030000235,67.4032030000235,67.4032030000235,67.4032030000235,67.4032030000235,67.4032030000235,67.4032030000235,68.40062140004011,68.40062140004011,68.40062140004011,68.40062140004011,68.40062140004011,68.40062140004011,69.05684900004417,j,1.6432680999860168,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
1,1,0,,,,,,Barrier,0.04,f,1.6089684999897145,None,,,,,,,,,,,,,0,0,0,0,0,1,1,9,69.86716110003181,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,72.52227860002313,72.53371420002077,,73.32263660000172,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.85929380002199,69.86716110003181,69.86716110003181,69.86716110003181,69.86716110003181,69.86716110003181,69.86716110003181,69.86716110003181,70.86773720005294,70.86773720005294,70.86773720005294,70.86773720005294,70.86773720005294,70.86773720005294,70.86773720005294,70.856365500018,70.85641410003882,70.86773720005294,70.91230760002509,70.9011787000345,70.90419230004773,70.91230760002509,70.91230760002509,70.91230760002509,70.91230760002509,70.91230760002509,70.91230760002509,70.91230760002509,70.91230760002509,71.91060340002878,71.91060340002878,71.91060340002878,71.91060340002878,71.91060340002878,71.91060340002878,72.52218349999748,f,1.6089684999897145,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
2,2,0,,,,,,Barrier,0.01,j,1.8356947999564,None,,,,,,,,,,,,,0,0,0,0,0,2,2,7,73.33393690001685,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,76.1887600000482,76.19929640000919,,76.98918270005379,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.32632360002026,73.33393690001685,73.33393690001685,73.33393690001685,73.33393690001685,73.33393690001685,73.33393690001685,73.33393690001685,74.33272410003701,74.33272410003701,74.33272410003701,74.33272410003701,74.33272410003701,74.33272410003701,74.33272410003701,74.32285860000411,74.32290720002493,74.33272410003701,74.34414820000529,74.33293480001157,74.3360379000078,74.34414820000529,74.34414820000529,74.34414820000529,74.34414820000529,74.34414820000529,74.34414820000529,74.34414820000529,74.34414820000529,75.34387670003343,75.34387670003343,75.34387670003343,75.34387670003343,75.34387670003343,75.34387670003343,76.18866240000352,j,1.8356947999564,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
3,3,0,,,,,,Portal,0.02,f,2.7674232000135817,None,,,,,,,,,,,,,0,0,0,0,0,3,3,2,77.00018690002616,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,80.79935410001781,80.81013769999845,,81.60017640003935,,,,,,,,,,,,,,,,,,,#F781BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.99253410001984,77.00018690002616,77.00018690002616,77.00018690002616,77.00018690002616,77.00018690002616,77.00018690002616,77.00018690002616,77.99960530002136,77.99960530002136,77.99960530002136,77.99960530002136,77.99960530002136,77.99960530002136,77.99960530002136,77.98874910001177,77.98878350004088,77.99960530002136,78.02227880002465,78.01141520001693,78.01509550004266,78.02227880002465,78.02227880002465,78.02227880002465,78.02227880002465,78.02227880002465,78.02227880002465,78.02227880002465,78.02227880002465,79.02228130004369,79.02228130004369,79.02228130004369,79.02228130004369,79.02228130004369,79.02228130004369,80.79928100004327,f,2.7674232000135817,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
4,4,0,,,,,,Portal,0.16,j,0.9711637999862432,None,,,,,,,,,,,,,0,0,0,0,0,4,4,5,81.60998670000117,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,83.74380160000874,83.75473700003931,,84.54408380005043,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.60329990001628,81.60998670000117,81.60998670000117,81.60998670000117,81.60998670000117,81.60998670000117,81.60998670000117,81.60998670000117,82.60995450004702,82.60995450004702,82.60995450004702,82.60995450004702,82.60995450004702,82.60995450004702,82.60995450004702,82.59914639999624,82.59918070002459,82.60995450004702,82.76584680000087,82.75520620000316,82.7587975000497,82.76584680000087,82.76584680000087,82.76584680000087,82.76584680000087,82.76584680000087,82.76584680000087,82.76584680000087,82.76584680000087,,,,,,,83.74373280000873,j,0.9711637999862432,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
5,5,0,,,,,,Portal,0.01,f,1.2296091999742202,None,,,,,,,,,,,,,0,0,0,0,0,5,5,1,84.55443260003813,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,86.80028000002494,86.8098239999963,87.60978090000572,87.5989121000166,,,,,,,,,,,,,,,,,,,#1B9E77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.54726360004861,84.55443260003813,84.55443260003813,84.55443260003813,84.55443260003813,84.55443260003813,84.55443260003813,84.55443260003813,85.55496710003354,85.55496710003354,85.55496710003354,85.55496710003354,85.55496710003354,85.55496710003354,85.55496710003354,85.54447340004845,85.54451010003686,85.55496710003354,85.56563980004285,85.55532900005346,85.5585009000497,85.56563980004285,85.56563980004285,85.56563980004285,85.56563980004285,85.56563980004285,85.56563980004285,85.56563980004285,85.56563980004285,86.56627700000536,86.56627700000536,86.56627700000536,86.56627700000536,86.56627700000536,86.56627700000536,86.80017240002053,f,1.2296091999742202,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
6,6,0,,,,,,Standard,0.02,j,0.7384607000276446,None,,,,,,,,,,,,,0,0,0,0,0,6,6,14,87.60978090000572,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,89.37725750001846,89.38828390004346,90.1875026000198,90.17710870003793,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.60163000004832,87.60978090000572,87.60978090000572,87.60978090000572,87.60978090000572,87.60978090000572,87.60978090000572,87.60978090000572,88.61107350001112,88.61107350001112,88.61107350001112,88.61107350001112,88.61107350001112,88.61107350001112,88.61107350001112,88.59917900001165,88.59922890004236,88.61107350001112,88.63207630004035,88.62183200003346,88.62511940003606,88.63207630004035,88.63207630004035,88.63207630004035,88.63207630004035,88.63207630004035,88.63207630004035,88.63207630004035,88.63207630004035,,,,,,,89.37715710001066,j,0.7384607000276446,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
7,7,0,,,,,,Barrier,0.16,f,0.5459303000243381,None,,,,,,,,,,,,,0,0,0,0,0,7,7,11,90.1875026000198,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,91.8988489000476,91.91053620004095,,92.69948050001403,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.17993470001966,90.1875026000198,90.1875026000198,90.1875026000198,90.1875026000198,90.1875026000198,90.1875026000198,90.1875026000198,91.18766500003403,91.18766500003403,91.18766500003403,91.18766500003403,91.18766500003403,91.18766500003403,91.18766500003403,91.17758370004594,91.17763210000703,91.18766500003403,91.34384710004088,91.33294730004855,91.33655440004077,91.34384710004088,91.34384710004088,91.34384710004088,91.34384710004088,91.34384710004088,91.34384710004088,91.34384710004088,91.34384710004088,,,,,,,91.89877690002322,f,0.5459303000243381,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
8,8,0,,,,,,Barrier,0.02,j,1.1987047000438906,None,,,,,,,,,,,,,0,0,0,0,0,8,8,8,92.7109639000264,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,94.93227740004659,94.94368170003872,,95.73276440001791,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.70261000003666,92.7109639000264,92.7109639000264,92.7109639000264,92.7109639000264,92.7109639000264,92.7109639000264,92.7109639000264,93.71050540002761,93.71050540002761,93.71050540002761,93.71050540002761,93.71050540002761,93.71050540002761,93.71050540002761,93.69868610001868,93.69873160001589,93.71050540002761,93.73157470003935,93.72073310002452,93.72402200003853,93.73157470003935,93.73157470003935,93.73157470003935,93.73157470003935,93.73157470003935,93.73157470003935,93.73157470003935,93.73157470003935,94.73254510003608,94.73254510003608,94.73254510003608,94.73254510003608,94.73254510003608,94.73254510003608,94.93217520002509,j,1.1987047000438906,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
9,9,0,,,,,,Barrier,0,f,2.3134359000250697,None,,,,,,,,,,,,,0,0,0,0,0,9,9,6,95.74258479999844,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,99.06695290002972,99.07691770000383,99.87578180001583,99.8659231000347,,,,,,,,,,,,,,,,,,,#377EB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.73606170003768,95.74258479999844,95.74258479999844,95.74258479999844,95.74258479999844,95.74258479999844,95.74258479999844,95.74258479999844,96.74383320001652,96.74383320001652,96.74383320001652,96.74383320001652,96.74383320001652,96.74383320001652,96.74383320001652,96.7330449000001,96.73308700002963,96.74383320001652,96.74383320001652,96.73319769999944,96.73644220002461,96.74383320001652,96.74383320001652,96.74383320001652,96.74383320001652,96.74383320001652,96.74383320001652,96.74383320001652,96.74383320001652,97.74352440005168,97.74352440005168,97.74352440005168,97.74352440005168,97.74352440005168,97.74352440005168,99.06683590001194,f,2.3134359000250697,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
10,10,0,,,,,,Portal,0.04,j,1.4249783000559546,None,,,,,,,,,,,,,0,0,0,0,0,10,10,3,99.87578180001583,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,102.35385030001635,102.36548970005242,103.16442590003135,103.15359940001508,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.86887790000765,99.87578180001583,99.87578180001583,99.87578180001583,99.87578180001583,99.87578180001583,99.87578180001583,99.87578180001583,100.87662650004495,100.87662650004495,100.87662650004495,100.87662650004495,100.87662650004495,100.87662650004495,100.87662650004495,100.8650292000384,100.86506420001388,100.87662650004495,100.92081160005182,100.9101938000531,100.91350890003378,100.92081160005182,100.92081160005182,100.92081160005182,100.92081160005182,100.92081160005182,100.92081160005182,100.92081160005182,100.92081160005182,101.92121960001532,101.92121960001532,101.92121960001532,101.92121960001532,101.92121960001532,101.92121960001532,102.35378310002852,j,1.4249783000559546,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
11,11,0,,,,,,Portal,0,f,1.4286045000189915,None,,,,,,,,,,,,,0,0,0,0,0,11,11,0,103.16442590003135,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,105.59847610001452,105.60981059999904,,106.39876670000376,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.15628900000593,103.16442590003135,103.16442590003135,103.16442590003135,103.16442590003135,103.16442590003135,103.16442590003135,103.16442590003135,104.16528310003923,104.16528310003923,104.16528310003923,104.16528310003923,104.16528310003923,104.16528310003923,104.16528310003923,104.15480230003595,104.15485059999628,104.16528310003923,104.16528310003923,104.15497289999621,104.15938650001772,104.16528310003923,104.16528310003923,104.16528310003923,104.16528310003923,104.16528310003923,104.16528310003923,104.16528310003923,104.16528310003923,105.16533050005091,105.16533050005091,105.16533050005091,105.16533050005091,105.16533050005091,105.16533050005091,105.5983750000014,f,1.4286045000189915,None,,001,2026-06-16_20h57.08.453,Teamprojekt,,2025.1.0,87.27633259135845,2026-06-16 20h57.13.357319 +0200,
12,12,0,,,,,,Standard,0.08,,,,,,,,,,,,,,,,,,,,0,12,12,16,106.4087087000371,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.40203300002031,106.4087087000371,106.4087087000371,106.4087087000371,106.4087087000371,106.4087087000371,106.4087087000371,106.4087087000371,107.40970340004424,107.40970340004424,107.40970340004424,107.40970340004424,107.40970340004424,107.40970340004424,107.40970340004424,107.39791010000044,107.39794420002727,107.40970340004424,107.48711950000143,107.47600730002159,107.47954190004384,107.48711950000143,107.48711950000143,107.48711950000143,107.48711950000143,107.48711950000143,107.48711950000143,107.48711950000143,107.48711950000143,,,,,,,,,,,,,,,,,,,
