thisN,thisTrialN,thisRepN,conditions_practice,ISI_practice,keyPractice.keys,keyPractice.rt,keyPractice.duration,condition,interstim_interval,key_resp.keys,key_resp.rt,key_resp.duration,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,groupMotionDemo.thisRepN,groupMotionDemo.thisTrialN,groupMotionDemo.thisN,groupMotionDemo.thisIndex,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,thisRow.t,notes,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,InstructionScreen.stopped,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,direction,exampleFrame1.started,ternusExampleLeft.started,ternusExampleMiddle.started,ternusExampleRight.started,FixationCrossExample.started,ternusExampleLeft.stopped,ternusExampleMiddle.stopped,ternusExampleRight.stopped,FixationCrossExample.stopped,exampleFrame1.stopped,exampleFrame2.started,ternusExampleLeft_2.started,ternusExampleMiddle_2.started,ternusExampleRight_2.started,FixationCrossExample_2.started,ternusExampleLeft_2.stopped,ternusExampleMiddle_2.stopped,ternusExampleRight_2.stopped,FixationCrossExample_2.stopped,exampleFrame2.stopped,blank800.started,FixationCrossBlank800.started,blank800.stopped,FixationCrossBlank800.stopped,elementMotionExplained.started,textElementMotion.started,keyElementMotionExplained.started,elementMotionExplained.stopped,keyElementMotionExplained.keys,keyElementMotionExplained.rt,keyElementMotionExplained.duration,blank160.started,FixationCrossBlank160.started,FixationCrossBlank160.stopped,blank160.stopped,groupMotionExplained.started,textGroupMotion.started,keyGroupMotionExplained.started,groupMotionExplained.stopped,keyGroupMotionExplained.keys,keyGroupMotionExplained.rt,keyGroupMotionExplained.duration,causalColor,practiceFrame1.started,ternusObjLeftPrac.started,ternusObjMiddlePrac.started,ternusObjRightPrac.started,FixationCrossPrac.started,portalLeftPrac.started,portalRightPrac.started,BarrierPrac.started,ternusObjLeftPrac.stopped,ternusObjMiddlePrac.stopped,ternusObjRightPrac.stopped,FixationCrossPrac.stopped,portalLeftPrac.stopped,portalRightPrac.stopped,BarrierPrac.stopped,practiceFrame1.stopped,blankISI_Practice.started,FixationCrossBlankPractice.started,FixationCrossBlankPractice.stopped,blankISI_Practice.stopped,practiceFrame2.started,keyPractice.started,ternusObjLeftPrac_2.started,ternusObjMiddlePrac_2.started,ternusObjRightPrac_2.started,FixationCrossPrac_2.started,portalLeftPrac_2.started,portalRightPrac_2.started,BarrierPrac_2.started,ternusObjLeftPrac_2.stopped,ternusObjMiddlePrac_2.stopped,ternusObjRightPrac_2.stopped,portalLeftPrac_2.stopped,portalRightPrac_2.stopped,BarrierPrac_2.stopped,practiceFrame2.stopped,practiceLoop.keyPractice.keys,practiceLoop.keyPractice.rt,practiceLoop.keyPractice.duration,StartScreen.started,textStartMessage.started,keyStart.started,StartScreen.stopped,keyStart.keys,keyStart.rt,keyStart.duration,ternusFrame1.started,ternusObjLeft.started,ternusObjMiddle.started,ternusObjRight.started,FixationCross.started,portalLeft.started,portalRight.started,Barrier.started,ternusObjLeft.stopped,ternusObjMiddle.stopped,ternusObjRight.stopped,FixationCross.stopped,portalLeft.stopped,portalRight.stopped,Barrier.stopped,ternusFrame1.stopped,blankISI.started,FixationCrossBlank.started,FixationCrossBlank.stopped,blankISI.stopped,ternusFrame2.started,key_resp.started,ternusObjLeft_2.started,ternusObjMiddle_2.started,ternusObjRight_2.started,FixationCross_2.started,portalLeft_2.started,portalRight_2.started,Barrier_2.started,ternusObjLeft_2.stopped,ternusObjMiddle_2.stopped,ternusObjRight_2.stopped,portalLeft_2.stopped,portalRight_2.stopped,Barrier_2.stopped,ternusFrame2.stopped,trialLoop.key_resp.keys,trialLoop.key_resp.rt,trialLoop.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,9,0,Portal,0.16,f,0.34891920001246035,None,,,,,,,,,,,,,,0,9,9,3,,,,,,,,,87.9847579000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.49563389999093,90.50602530001197,91.29440590000013,91.30565769999521,,,,,,,,,,,,,,,,,,,#F781BF,87.97752190002939,87.9847579000052,87.9847579000052,87.9847579000052,87.9847579000052,87.9847579000052,87.9847579000052,87.9847579000052,89.98415590001969,89.98415590001969,89.98415590001969,89.98415590001969,89.98415590001969,89.98415590001969,89.98415590001969,89.97324479999952,89.97328179999022,89.98415590001969,90.13969480001833,90.12783780001337,90.13149759999942,90.13969480001833,90.13969480001833,90.13969480001833,90.13969480001833,90.13969480001833,90.13969480001833,90.13969480001833,90.13969480001833,,,,,,,90.49553429998923,f,0.34891920001246035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
10,10,0,Barrier,0.02,f,0.5754098999896087,None,,,,,,,,,,,,,,0,10,10,5,,,,,,,,,91.30565769999521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.90656470000977,93.91735320002772,94.70637680002255,94.71637480001664,,,,,,,,,,,,,,,,,,,#377EB8,91.29770440002903,91.30565769999521,91.30565769999521,91.30565769999521,91.30565769999521,91.30565769999521,91.30565769999521,91.30565769999521,93.30612470000051,93.30612470000051,93.30612470000051,93.30612470000051,93.30612470000051,93.30612470000051,93.30612470000051,93.29550489998655,93.29555969999637,93.30612470000051,93.32771420001518,93.3173999999999,93.32081599999219,93.32771420001518,93.32771420001518,93.32771420001518,93.32771420001518,93.32771420001518,93.32771420001518,93.32771420001518,93.32771420001518,,,,,,,93.9064623999875,f,0.5754098999896087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
11,11,0,Barrier,0.08,f,0.47819110000273213,None,,,,,,,,,,,,,,0,11,11,6,,,,,,,,,94.71637480001664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.28318969998509,97.29385060002096,98.08286030002637,98.09488360001706,,,,,,,,,,,,,,,,,,,#E41A1C,94.70953120000195,94.71637480001664,94.71637480001664,94.71637480001664,94.71637480001664,94.71637480001664,94.71637480001664,94.71637480001664,96.71656949998578,96.71656949998578,96.71656949998578,96.71656949998578,96.71656949998578,96.71656949998578,96.71656949998578,96.70633700001054,96.70640269998694,96.71656949998578,96.79479359998368,96.7836333999876,96.78726579999784,96.79479359998368,96.79479359998368,96.79479359998368,96.79479359998368,96.79479359998368,96.79479359998368,96.79479359998368,96.79479359998368,,,,,,,97.28312560002087,f,0.47819110000273213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.08296020003036,98.09488360001706,98.58261119999224,100.08398039999884,space,1.4916019000229426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
0,0,0,,,,,,Portal,0.02,f,3.4452576999901794,None,,,,,,,,,,,,,0,0,0,0,0,0,0,2,100.10152020002715,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,105.57296449999558,105.58347890002187,106.37154040002497,106.3827667000005,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0947668000008,100.10152020002715,100.10152020002715,100.10152020002715,100.10152020002715,100.10152020002715,100.10152020002715,100.10152020002715,102.10562679998111,102.10562679998111,102.10562679998111,102.10562679998111,102.10562679998111,102.10562679998111,102.10562679998111,102.09390570002142,102.09394009999232,102.10562679998111,102.12697300000582,102.11700050003128,102.12032390001696,102.12697300000582,102.12697300000582,102.12697300000582,102.12697300000582,102.12697300000582,102.12697300000582,102.12697300000582,102.12697300000582,104.12772480002604,104.12772480002604,104.12772480002604,104.12772480002604,104.12772480002604,104.12772480002604,105.57285830000183,f,3.4452576999901794,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
1,1,0,,,,,,Standard,0.01,f,1.0190804000012577,None,,,,,,,,,,,,,0,0,0,0,0,1,1,13,106.3827667000005,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,109.416451600031,109.42675899999449,110.21656620001886,110.22644020000007,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.37507339997683,106.3827667000005,106.3827667000005,106.3827667000005,106.3827667000005,106.3827667000005,106.3827667000005,106.3827667000005,108.38309820002178,108.38309820002178,108.38309820002178,108.38309820002178,108.38309820002178,108.38309820002178,108.38309820002178,108.37154120003106,108.3715944000287,108.38309820002178,108.39421840000432,108.383379100007,108.38638260000153,108.39421840000432,108.39421840000432,108.39421840000432,108.39421840000432,108.39421840000432,108.39421840000432,108.39421840000432,108.39421840000432,,,,,,,109.41638060001424,f,1.0190804000012577,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
2,2,0,,,,,,Portal,0.16,f,1.8035636999993585,None,,,,,,,,,,,,,0,0,0,0,0,2,2,5,110.22644020000007,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,114.1940745000029,114.20460080000339,114.99307050002972,115.00397580000572,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2202862999984,110.22644020000007,110.22644020000007,110.22644020000007,110.22644020000007,110.22644020000007,110.22644020000007,110.22644020000007,112.22743329999503,112.22743329999503,112.22743329999503,112.22743329999503,112.22743329999503,112.22743329999503,112.22743329999503,112.21553699998185,112.21557280002162,112.22743329999503,112.38255079998635,112.37201990000904,112.3751317000133,112.38255079998635,112.38255079998635,112.38255079998635,112.38255079998635,112.38255079998635,112.38255079998635,112.38255079998635,112.38255079998635,,,,,,,114.19399629998952,f,1.8035636999993585,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
3,3,0,,,,,,Barrier,0,f,1.7366348000359721,None,,,,,,,,,,,,,0,0,0,0,0,3,3,6,115.00397580000572,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,118.74874419998378,118.76039619999938,119.54934810003033,,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.99603209999623,115.00397580000572,115.00397580000572,115.00397580000572,115.00397580000572,115.00397580000572,115.00397580000572,115.00397580000572,117.00479310000082,117.00479310000082,117.00479310000082,117.00479310000082,117.00479310000082,117.00479310000082,117.00479310000082,116.99420549999923,116.99425699998392,117.00479310000082,117.00479310000082,116.99438729998656,116.99732149997726,117.00479310000082,117.00479310000082,117.00479310000082,117.00479310000082,117.00479310000082,117.00479310000082,117.00479310000082,117.00479310000082,,,,,,,118.74864770000568,f,1.7366348000359721,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
4,4,0,,,,,,Barrier,0.16,f,1.90572899999097,None,,,,,,,,,,,,,0,0,0,0,0,4,4,11,119.55929429997923,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,123.6275570000289,123.63687170000048,124.42706100002397,124.43774750002194,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.55240679997951,119.55929429997923,119.55929429997923,119.55929429997923,119.55929429997923,119.55929429997923,119.55929429997923,119.55929429997923,121.56010529998457,121.56010529998457,121.56010529998457,121.56010529998457,121.56010529998457,121.56010529998457,121.56010529998457,121.54947179998271,121.549522300018,121.56010529998457,121.71476160001475,121.70388350001303,121.7067248999956,121.71476160001475,121.71476160001475,121.71476160001475,121.71476160001475,121.71476160001475,121.71476160001475,121.71476160001475,121.71476160001475,,,,,,,123.62745879997965,f,1.90572899999097,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
5,5,0,,,,,,Barrier,0.01,f,1.989677399978973,None,,,,,,,,,,,,,0,0,0,0,0,5,5,7,124.43774750002194,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,128.4484048000304,128.45990840002196,129.24850370001514,129.25879160000477,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.43019649997586,124.43774750002194,124.43774750002194,124.43774750002194,124.43774750002194,124.43774750002194,124.43774750002194,124.43774750002194,126.4378585999948,126.4378585999948,126.4378585999948,126.4378585999948,126.4378585999948,126.4378585999948,126.4378585999948,126.42681869998341,126.42686409997987,126.4378585999948,126.44884060003096,126.43821689998731,126.44164259999525,126.44884060003096,126.44884060003096,126.44884060003096,126.44884060003096,126.44884060003096,126.44884060003096,126.44884060003096,126.44884060003096,128.44788930000504,128.44788930000504,128.44788930000504,128.44788930000504,128.44788930000504,128.44788930000504,128.44831619999604,f,1.989677399978973,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
6,6,0,,,,,,Barrier,0.08,f,1.679467800015118,None,,,,,,,,,,,,,0,0,0,0,0,6,6,10,129.25879160000477,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,133.02679380000336,133.0363826000248,133.82682900002692,133.83745639998233,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.25138480000896,129.25879160000477,129.25879160000477,129.25879160000477,129.25879160000477,129.25879160000477,129.25879160000477,129.25879160000477,131.2589803999872,131.2589803999872,131.2589803999872,131.2589803999872,131.2589803999872,131.2589803999872,131.2589803999872,131.24893360002898,131.2489883999806,131.2589803999872,131.33780769997975,131.32584890001453,131.32917029998498,131.33780769997975,131.33780769997975,131.33780769997975,131.33780769997975,131.33780769997975,131.33780769997975,131.33780769997975,131.33780769997975,,,,,,,133.0266897000256,f,1.679467800015118,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
7,7,0,,,,,,Standard,0,f,1.8180701000383124,None,,,,,,,,,,,,,0,0,0,0,0,7,7,12,133.83745639998233,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,137.65885609999532,137.67013079999015,138.4594513999764,,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.83039060002193,133.83745639998233,133.83745639998233,133.83745639998233,133.83745639998233,133.83745639998233,133.83745639998233,133.83745639998233,135.83853800001089,135.83853800001089,135.83853800001089,135.83853800001089,135.83853800001089,135.83853800001089,135.83853800001089,135.8256513000233,135.8256878000102,135.83853800001089,135.83853800001089,135.82583919999888,135.83105719997548,135.83853800001089,135.83853800001089,135.83853800001089,135.83853800001089,135.83853800001089,135.83853800001089,135.83853800001089,135.83853800001089,,,,,,,137.65879110002425,f,1.8180701000383124,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
8,8,0,,,,,,Portal,0.08,f,2.6102782000089064,None,,,,,,,,,,,,,0,0,0,0,0,8,8,4,138.47049289999995,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,143.1700197000173,143.1812854000018,143.97063060000073,,,,,,,,,,,,,,,,,,,,#1B9E77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.4628551999922,138.47049289999995,138.47049289999995,138.47049289999995,138.47049289999995,138.47049289999995,138.47049289999995,138.47049289999995,140.46948379999958,140.46948379999958,140.46948379999958,140.46948379999958,140.46948379999958,140.46948379999958,140.46948379999958,140.4600586000015,140.46011169999838,140.46948379999958,140.5504920000094,140.53763839998282,140.54220650001662,140.5504920000094,140.5504920000094,140.5504920000094,140.5504920000094,140.5504920000094,140.5504920000094,140.5504920000094,140.5504920000094,142.54802149999887,142.54802149999887,142.54802149999887,142.54802149999887,142.54802149999887,142.54802149999887,143.1699144000304,f,2.6102782000089064,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
9,9,0,,,,,,Standard,0.04,f,1.206224400026258,None,,,,,,,,,,,,,0,0,0,0,0,9,9,15,143.980386500014,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,147.23661319998791,147.24771329999203,148.0367852000054,,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.97419859998627,143.980386500014,143.980386500014,143.980386500014,143.980386500014,143.980386500014,143.980386500014,143.980386500014,145.98126339999726,145.98126339999726,145.98126339999726,145.98126339999726,145.98126339999726,145.98126339999726,145.98126339999726,145.9700814000098,145.9701192000066,145.98126339999726,146.02518039999995,146.0146936000092,146.0183934000088,146.02518039999995,146.02518039999995,146.02518039999995,146.02518039999995,146.02518039999995,146.02518039999995,146.02518039999995,146.02518039999995,,,,,,,147.2365015000105,f,1.206224400026258,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
10,10,0,,,,,,Standard,0.02,f,0.6746189999976195,None,,,,,,,,,,,,,0,0,0,0,0,10,10,14,148.04684999998426,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,150.74736600002507,150.75815379997948,151.54724609997356,151.55763420002768,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0396907000104,148.04684999998426,148.04684999998426,148.04684999998426,148.04684999998426,148.04684999998426,148.04684999998426,148.04684999998426,150.04733380000107,150.04733380000107,150.04733380000107,150.04733380000107,150.04733380000107,150.04733380000107,150.04733380000107,150.03679490002105,150.03685490001226,150.04733380000107,150.06884490000084,150.05853909999132,150.06160449999152,150.06884490000084,150.06884490000084,150.06884490000084,150.06884490000084,150.06884490000084,150.06884490000084,150.06884490000084,150.06884490000084,,,,,,,150.7472743000253,f,0.6746189999976195,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
11,11,0,,,,,,Portal,0,f,1.35607560002245,None,,,,,,,,,,,,,0,0,0,0,0,11,11,0,151.55763420002768,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,154.9256752000074,154.9362598999869,155.72440379997715,155.7352742999792,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.550270000007,151.55763420002768,151.55763420002768,151.55763420002768,151.55763420002768,151.55763420002768,151.55763420002768,151.55763420002768,153.55874220002443,153.55874220002443,153.55874220002443,153.55874220002443,153.55874220002443,153.55874220002443,153.55874220002443,153.54778610001085,153.54783870000392,153.55874220002443,153.55874220002443,153.54796340002213,153.5516242000158,153.55874220002443,153.55874220002443,153.55874220002443,153.55874220002443,153.55874220002443,153.55874220002443,153.55874220002443,153.55874220002443,,,,,,,154.9255621000193,f,1.35607560002245,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
12,12,0,,,,,,Barrier,0.02,f,1.0943201999762096,None,,,,,,,,,,,,,0,0,0,0,0,12,12,8,155.7352742999792,,,,,,,,,LR,,,,,,,,,,,,,,,,,,,,,158.85841629997594,158.86840600002324,159.65840670000762,159.66828590002842,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7272691000253,155.7352742999792,155.7352742999792,155.7352742999792,155.7352742999792,155.7352742999792,155.7352742999792,155.7352742999792,157.73609489999944,157.73609489999944,157.73609489999944,157.73609489999944,157.73609489999944,157.73609489999944,157.73609489999944,157.72452490002615,157.7245711000287,157.73609489999944,157.75744130002568,157.74649619997945,157.7498652000213,157.75744130002568,157.75744130002568,157.75744130002568,157.75744130002568,157.75744130002568,157.75744130002568,157.75744130002568,157.75744130002568,,,,,,,158.85833999997703,f,1.0943201999762096,None,,001,2026-06-16_20h51.31.615,Teamprojekt,,2025.1.0,87.00085438477377,2026-06-16 20h51.36.102032 +0200,
13,13,0,,,,,,Standard,0.16,,,,,,,,,,,,,,,,,,,,0,13,13,17,159.66828590002842,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.6614301999798,159.66828590002842,159.66828590002842,159.66828590002842,159.66828590002842,159.66828590002842,159.66828590002842,159.66828590002842,161.66831809998257,161.66831809998257,161.66831809998257,161.66831809998257,161.66831809998257,161.66831809998257,161.66831809998257,161.65807389997644,161.65810990001773,161.66831809998257,161.82384420000017,161.81351820001146,161.81692339997971,161.82384420000017,161.82384420000017,161.82384420000017,161.82384420000017,161.82384420000017,161.82384420000017,161.82384420000017,161.82384420000017,,,,,,,,,,,,,,,,,,,
